gene_name,cFC,Significance
ZNF394,-0.0326172272388033,NS
IGBP1,-0.032133409595008,NS
SERBP1,-0.0320004573872955,NS
TOMM22,-0.031488960211525,NS
CPEB4,-0.0314570026757566,NS
AZIN1,-0.0312345519025902,NS
SH3KBP1,-0.0311201442758824,NS
WNK1,-0.0309617185908149,NS
CD99L2,-0.0308279008751018,NS
ACLY,-0.0307193080327958,NS
BPGM,-0.0302135271121639,NS
RNF144A,-0.0301874002651349,NS
GMFB,-0.0300502920749359,NS
RAB14,-0.0293977346678925,NS
ZDHHC17,-0.029141330220337,NS
PRKAB2,-0.0290546720857668,NS
AP1G1,-0.0284814735990391,NS
DLGAP4,-0.0282947122394233,NS
RNF5,-0.028253273120232,NS
ATRN,-0.028004307225652,NS
NAP1L1,-0.0277696508414501,NS
ARHGAP35,-0.0270966624059195,NS
REEP1,-0.0267758331029495,NS
MPZL1,-0.0264041337521299,NS
CELF2,-0.0263668029851879,NS
HINT3,-0.0263210950726781,NS
FAM171B,-0.0261483064083297,NS
ENO1,-0.0260828021255578,NS
RAB10,-0.0258719052567045,NS
NAV2,-0.0250173570418544,NS
PIP4K2B,-0.0247836140652676,NS
UBE3A,-0.0233780860637406,NS
KIAA0895,-0.0232632582693728,NS
PTPRO,-0.023249474884528,NS
ENDOD1,-0.0232117683265935,NS
GFPT1,-0.0228190754853667,NS
CDKN2AIPNL,-0.0220968301345769,NS
PPP2CA,-0.021660124760414,NS
AP1M1,-0.0209494686797955,NS
RICTOR,-0.020703090053497,NS
CCDC43,-0.0202437847122615,NS
SYNJ2BP,-0.020102652680334,NS
ATP1B2,-0.0199025971625394,NS
NSG2,-0.01935928742995,NS
SEZ6L,-0.0192279561118832,NS
GOLM1,-0.0191637590256994,NS
HMGB1,-0.0191090902538911,NS
GNA13,-0.0188474715972643,NS
CHML,-0.0183851404451863,NS
FAM155A,-0.0180483376985491,NS
XBP1,-0.0179334649786054,NS
NACA,-0.017598306584409,NS
PARK7,-0.0173549087826483,NS
DYRK1A,-0.0171364492024396,NS
AFAP1,-0.016908951249338,NS
RNF114,-0.0167014693400453,NS
EBF3,-0.01580814065257,NS
LGI2,-0.0151256575521315,NS
MTRNR2L8,-0.014352106353535,NS
SNAP29,-0.0138403120180827,NS
ZNF460,-0.0131467765555639,NS
SERP1,-0.0128990865943327,NS
CRKL,-0.0124391935608466,NS
KIF3B,-0.0123222543772015,NS
NME1,-0.0122706525163352,NS
CADM1,-0.0120799939794867,NS
CNTN1,-0.0119706932008096,NS
PTER,-0.011553831625019,NS
C5orf24,-0.0112973344193761,NS
TGFBR1,-0.0112434362139827,NS
EVL,-0.0112039939442168,NS
DIMT1,-0.0108702929209811,NS
MAPK6,-0.0108241324697387,NS
ELAVL1,-0.0100742491014995,NS
TRAK1,-0.00944599608705371,NS
AP3S1,-0.0091461607816835,NS
VDAC3,-0.009019878227236,NS
DR1,-0.00901544742573626,NS
NAP1L5,-0.00897991308135878,NS
NEBL,-0.00893467934064388,NS
TUNAR,-0.00860269980372763,NS
PTP4A2,-0.00833543893027188,NS
ATP6V1G1,-0.00818945738899103,NS
DPY30,-0.00789040694965726,NS
CHCHD7,-0.00700403288244107,NS
MDK,-0.00665528683535885,NS
DST,-0.00615127515091657,NS
PRKCE,-0.005941905090124,NS
TUB,-0.005267884984118,NS
ALKBH5,-0.00456069408383719,NS
RAB8A,-0.00455229779698851,NS
CCDC184,-0.003914770019866,NS
HK2,-0.00368585854962455,NS
PPIL1,-0.00309430145367249,NS
MAP1B,-0.0025494854343162,NS
PPP1CB,-0.00245406877466191,NS
YTHDF2,-0.00228706019059149,NS
RBM8A,-0.00207811382425328,NS
CD47,-0.00148816575519832,NS
HNRNPA0,-0.00143588654084045,NS
HNRNPH3,-0.00136391452079843,NS
DPYSL5,-0.00112584648612603,NS
ADAM22,-0.000655748463629813,NS
CCNI,-1.40374840575108e-06,NS
CACNG7,0.000185507453328959,NS
SKI,0.000240176547154504,NS
ANK2,0.000299027146777415,NS
ERGIC3,0.000336709795284329,NS
ATP6V1A,0.000357870129128143,NS
GAP43,0.000562366768664502,NS
SNRPD2,0.000576343167052684,NS
SEPTIN3,0.000612044851729682,NS
ZMYND11,0.000894054845088799,NS
ANO5,0.000921980922781664,NS
TULP4,0.0011846602039345,NS
C6orf62,0.00122692412155673,NS
IVNS1ABP,0.0014527863971612,NS
COX8A,0.00151296332474615,NS
ADCY1,0.0016556082491203,NS
MAPKAPK5,0.00212030374229655,NS
ARIH1,0.00236196466069686,NS
ANKRD13A,0.00241739802934654,NS
CANX,0.00302468127063831,NS
ADAR,0.0036450212711755,NS
SPCS3,0.00373305515810816,NS
CALM3,0.0039654512873036,NS
UNC13A,0.0044475677825808,NS
ABCE1,0.00453113692905549,NS
MDM2,0.00454924004305307,NS
DOK5,0.00499674667715688,NS
NLGN4X,0.0051881085195038,NS
CBLN1,0.00542683456859874,NS
APLP2,0.00588884528327249,NS
CKAP4,0.0060142851359915,NS
PJA2,0.00619240348432658,NS
OPCML,0.006359461115026,NS
SUPT7L,0.00757859654077966,NS
YWHAZ,0.00772054714737932,NS
CERK,0.007867015346933,NS
SESN3,0.00814361992769974,NS
VAPA,0.008283662306727,NS
PEG10,0.0104359784362409,NS
FAM199X,0.0106790420712537,NS
NBR1,0.0108562772019417,NS
TIPRL,0.011223507162141,NS
CCT6A,0.0119530668668463,NS
PPM1K,0.012442691276041,NS
PPP4R1,0.0126265204100076,NS
DCLK1,0.0127726091801468,NS
ANAPC13,0.0135227665582735,NS
CAPN7,0.0141247817406965,NS
ISCA1,0.0141782924214567,NS
DYM,0.0142801676826379,NS
ENO2,0.0143239923748026,NS
CISD2,0.0150191794204334,NS
PRKCI,0.0152288987223795,NS
PSAP,0.0153651260042536,NS
ARPP19,0.0158656198752212,NS
AMER3,0.0160821883358052,NS
KCNK3,0.0162938133958834,NS
UBE2K,0.0163238072784291,NS
DYNC1H1,0.016712732451546,NS
RTN4,0.017199482914115,NS
NRP1,0.0173020515736067,NS
RANBP1,0.0173567113327285,NS
DAAM1,0.0174955719473984,NS
MTMR9,0.017586720751339,NS
CHP1,0.017711837299819,NS
PEDS1,0.0177844080254305,NS
DYNC1LI2,0.017899965712312,NS
RBMS3,0.0180136952878115,NS
UBE2V2,0.018028431464614,NS
GABRB3,0.0185960530167222,NS
RAD21,0.0192461436958701,NS
KIF21A,0.0197144781573263,NS
IDH1,0.0200653194371404,NS
SCAMP5,0.0205371767502967,NS
DOC2B,0.020543166177349,NS
PBRM1,0.0207253824007447,NS
CALM1,0.0208212476819124,NS
PPM1E,0.0209531643342821,NS
CYGB,0.0213018419989766,NS
BCL2L2,0.0213488001255627,NS
ZNF605,0.0213826259273288,NS
NEDD4L,0.021467892388225,NS
RNASEH1,0.0216399227877589,NS
IPO9,0.0216467408981866,NS
DNAJC8,0.0216753448454432,NS
C2CD5,0.0217626751855709,NS
UBE2W,0.021867357978532,NS
HSPA13,0.0223457392246929,NS
TNPO1,0.0224884978200966,NS
GNG2,0.0225779149534194,NS
TOMM20,0.0229958384553686,NS
PSME3,0.023239156462295,NS
TMEM97,0.023408996895882,NS
LRRC49,0.023491526617189,NS
ATF2,0.0235145789397989,NS
SRGAP1,0.0235588870971176,NS
CLCN4,0.0237883690242703,NS
C14orf132,0.0238071215446224,NS
RAP1GDS1,0.0240499536059837,NS
RAB2B,0.0241944619874129,NS
CFL1,0.0242247412976324,NS
ETF1,0.0246454441570106,NS
G3BP2,0.0247956485886652,NS
GNAI1,0.025177599433067,NS
IRX2,0.0254128060972815,NS
MEX3A,0.0255829427003757,NS
FKBP4,0.0259160776866456,NS
CAB39,0.0259909142672905,NS
KLF7,0.0260892488213698,NS
SRI,0.0260937950733431,NS
AP1S2,0.0265482246057481,NS
RHBDD2,0.0270425840275556,NS
LONRF2,0.0272265161211133,NS
RALB,0.0281105626991138,NS
ATP2A2,0.0282192213649542,NS
DCTN4,0.028598107935047,NS
UBXN7,0.0289474810206615,NS
UBA1,0.0291021221202566,NS
BICD2,0.0292120130985329,NS
SIKE1,0.0296323892352291,NS
LRATD1,0.0303639235361882,NS
NCALD,0.0306569638425953,NS
AKAP6,0.0307739945333592,NS
PHACTR1,0.0308216155932289,NS
MYO5A,0.0313993449624167,NS
LZIC,0.0316219470918577,NS
ISCU,0.031969742590543,NS
TACC1,0.0320220124110915,NS
HIGD1A,0.0321509645347484,NS
DENR,0.03223252626383,NS
UBE2H,0.0332199520265668,NS
CBX5,0.0332649538744837,NS
DAD1,0.0334275602434422,NS
CDS2,0.0335432813215967,NS
FAM32A,0.033709973519573,NS
EIF4EBP1,0.034038630399736,NS
NTM,0.0340689782706768,NS
LAMP1,0.034076952841065,NS
BRK1,0.0345255087784453,NS
FBXL16,0.0348656363503815,NS
SNRNP27,0.0348864187604098,NS
CASTOR2,0.0358352234664211,NS
CNTNAP2,0.0361209707020642,NS
FGF11,0.0361820692486908,NS
TTL,0.036731680655976,NS
RERE,0.0367378757800779,NS
CAMK2N1,0.0367958858130901,NS
SLC2A13,0.0372223166993841,NS
ATP5MJ,0.0377330537665079,NS
FDFT1,0.0380842537041619,NS
OGT,0.039685993080622,NS
NDUFA5,0.0398615179825653,NS
LRRC47,0.0402499733013799,NS
NAA50,0.0414309920833978,NS
ELAVL2,0.0416634590663946,NS
ANKRD13C,0.0422082590270228,NS
DCAF7,0.0423087231459514,NS
MAP1LC3B,0.0424623821450173,NS
ZNF704,0.0431162998957801,NS
CDV3,0.0440978121860917,NS
PCBP2,0.0441960421643955,NS
NPM1,0.0449308473615901,NS
CRAMP1,0.0449711433295489,NS
EPB41L3,0.0452346944994537,NS
ATP8A1,0.0452946831214067,NS
MSANTD4,0.045317215333362,NS
DISP2,0.0456332614770066,NS
CBFB,0.0459682214156511,NS
MRPL42,0.0459950346248711,NS
RAB5B,0.046491052982702,NS
TUBB,0.0467433948880929,NS
KLHL24,0.0469197103767555,NS
GDI2,0.0469487967725304,NS
APEX1,0.047094323395665,NS
ACTG1,0.04715769856448,NS
ME2,0.0474780174766414,NS
CASD1,0.0474993951814508,NS
SH3BGRL3,0.0490291543090273,NS
ADIPOR1,0.0492930199967475,NS
CAPZA1,0.049455515585563,NS
COPS8,0.0496025200917173,NS
LHFPL6,0.049865768860402,NS
CS,0.049907173363864,NS
RPL7L1,0.0502774883425148,NS
BLOC1S1,0.0504394410811608,NS
TUBB4A,0.0506140071678946,NS
ASAP1,0.0507535974676455,NS
NSD3,0.050925012587746,NS
NDUFS6,0.0511170368996305,NS
ATCAY,0.051205619219816,NS
SERINC1,0.0513891719084063,NS
BTBD3,0.051588501826124,NS
ARF4,0.051875635221766,NS
LDHA,0.051885454647869,NS
SULF2,0.052133673452299,NS
RAB39B,0.0526932041210354,NS
RNF152,0.0527204425684927,NS
RABGAP1L,0.0528223909561447,NS
ZNF91,0.0528259309697696,NS
JUN,0.053575767886217,NS
IREB2,0.05414465310159,NS
ERP29,0.0542901640398667,NS
MMP24OS,0.0544064442278684,NS
MAP1A,0.054477505660293,NS
AKIRIN1,0.0545185899797546,NS
PTBP3,0.0545866938065471,NS
GSE1,0.0548194455945535,NS
KIAA0232,0.0556753467085642,NS
WDR1,0.0559009591187182,NS
CTNNA2,0.0564439625242745,NS
UBE2L6,0.056695001311007,NS
ANKFY1,0.0570016216739406,NS
SPTBN1,0.0570210609043275,NS
RAC1,0.0572898254765865,NS
APP,0.0578870475721262,NS
PTBP2,0.059062557840219,NS
SOX4,0.0594418320308261,NS
CDC42EP3,0.0596915025113329,NS
SELENOI,0.0598485158272562,NS
ACTB,0.0599250748038207,NS
EBF2,0.0601494673652834,NS
USP7,0.060151693772853,NS
SLC9A7,0.0604183293139797,NS
RAD23B,0.0606340041299187,NS
OLA1,0.0609451970120055,NS
UHMK1,0.0611032821948255,NS
C11orf58,0.0614097150980365,NS
MCL1,0.061556165981967,NS
PNMA1,0.0618121250176776,NS
PTDSS1,0.06198183403408,NS
MRPL44,0.0626382111087566,NS
PIK3R2,0.0627873008588946,NS
PCSK1,0.0633210403219998,NS
ARFGEF2,0.0633862487016758,NS
CCNY,0.0640017626468143,NS
RUNDC3B,0.0642497421908475,NS
MYL12B,0.0643285200989415,NS
RDX,0.0644368913613993,NS
ATP6V1G2,0.0644733222215381,NS
NECAP1,0.0645824550899259,NS
STOX2,0.0651467153354645,NS
PGK1,0.0655159719148256,NS
ATP6V1E1,0.0655269780357022,NS
FAM222A,0.0660689430450539,NS
SUMO1,0.0665061143357932,NS
PREPL,0.0670890140070239,NS
NOLC1,0.0673144872801467,NS
KLHDC10,0.067981001952853,NS
PUM2,0.0685843344766795,NS
KALRN,0.0686541132073544,NS
VEGFB,0.0688373936460177,NS
HSP90AA1,0.0696059478613008,NS
SCN3B,0.0696604494719362,NS
ZFAND6,0.0699091744930594,NS
LDLRAD3,0.0701766741014101,NS
PPP1R11,0.0704236304601883,NS
MAP3K9,0.0704276210308729,NS
ZDHHC9,0.0709948462429601,NS
TAB2,0.0719908395846808,NS
PKIB,0.072178749582351,NS
YY1,0.0733915767558274,NS
INSIG1,0.0734514171096495,NS
DNAJA1,0.073859321095438,NS
SUGP2,0.0739524860623454,NS
RNF44,0.073989734547533,NS
TENT4A,0.0740861973337259,NS
CCND2,0.0745766638118399,NS
YWHAQ,0.0746856125645207,NS
RTN1,0.0751944833364714,NS
NFASC,0.0752822697436612,NS
ATP8A2,0.0753240537189415,NS
ARHGEF12,0.0764443775341688,NS
TMEM230,0.0767480164784405,NS
SNX3,0.076883018455826,NS
LRP8,0.0769984352605717,NS
VAT1,0.077016474590483,NS
BAG4,0.0775297222838813,NS
ABHD2,0.0777296344029017,NS
HNRNPA3,0.078614490296091,NS
KCNB1,0.0788893757808988,NS
TMEM245,0.0789097961798727,NS
FMR1,0.0789495382653307,NS
CNR1,0.0796217273740485,NS
YKT6,0.0797550402849212,NS
NEFL,0.0799812525965007,NS
ONECUT1,0.0800131701472255,NS
HNRNPA1,0.0801528767263778,NS
NAPB,0.080446357570962,NS
XPOT,0.0810052320119468,NS
PCP4,0.0812943432850055,NS
DNM1,0.0816827012459306,NS
ZDBF2,0.0822871187623373,NS
PKM,0.0836891674620195,NS
TUBA1A,0.0853585293065756,NS
PRDX3,0.0856934460696346,NS
SNRPB2,0.0857024535969524,NS
CCDC6,0.0870944425129685,NS
FGF13,0.087474069657906,NS
YARS1,0.0877086790772061,NS
SPTAN1,0.0881247865746875,NS
TMEM65,0.0883151331080013,NS
CNST,0.0887399639137846,NS
USP31,0.088976387312772,NS
CD24,0.0889833558846484,NS
ARL4C,0.0901743854860979,NS
TMEM41B,0.0912400520720123,NS
WDFY1,0.0916757134495846,NS
H1-0,0.0925363086199327,NS
ONECUT3,0.0925863189310495,NS
BRWD3,0.092634901749194,NS
PAPPA,0.0926990220238339,NS
GNAS,0.093417581404605,NS
SLC24A2,0.0935826108844785,NS
PSAT1,0.094861495029436,NS
TTC3,0.0950730827852884,NS
ATP2B1,0.0951571700848433,NS
SMC1A,0.0957846612507266,NS
DIP2B,0.096210018855705,NS
ZNF251,0.0973318863471651,NS
UBQLN2,0.0973478715862619,NS
SBNO1,0.0974392790841125,NS
RTL6,0.0977275504630493,NS
MSL1,0.0986708955653785,NS
PLCXD3,0.0986748210437308,NS
RNF11,0.0991976310803759,NS
PNMA2,0.100493193431774,NS
MLLT11,0.100562527201118,NS
PPP3CB,0.100930902615545,NS
SCOC,0.101608573960522,NS
SUN1,0.102183991529528,NS
NEDD8,0.102312116867413,NS
RND2,0.102323716919521,NS
PPP2R5C,0.103505287012243,NS
PGAP4,0.103554134822179,NS
RPL7A,0.104143200513257,NS
EPC1,0.104549734621681,NS
SSU72,0.104972105634998,NS
DKC1,0.10545947077186,NS
ERC1,0.1056529786538,NS
BRAF,0.105875606146423,NS
RBM22,0.105999040474293,NS
RAB3C,0.106928528656033,NS
ZFR,0.107017206629449,NS
MRPL20,0.107755283978812,NS
GRB2,0.108206397942271,NS
ATP6V1C1,0.108656626750004,NS
PITHD1,0.109728356736326,NS
C4orf3,0.110034034361335,NS
KPNB1,0.110145955766695,NS
PTPRA,0.110442919104661,NS
DGKI,0.111789198147516,NS
GLCCI1,0.113184480850267,NS
NSA2,0.113617014457034,NS
PTEN,0.113671703280809,NS
GOT1,0.114363663918506,NS
SELENOF,0.114630711942456,NS
TMEM30A,0.115088955379138,NS
H3-3B,0.11516508474973,NS
JUND,0.115217940572415,NS
ATF7IP,0.117054893002078,NS
POGK,0.117373199852285,NS
UGCG,0.117423225823145,NS
ELOVL6,0.119106698902556,NS
USP22,0.119191753823047,NS
SNCB,0.119360438405154,NS
RAB6B,0.119538384160761,NS
SLC35E2B,0.119633329789456,NS
SLC23A2,0.119761882647463,NS
APLP1,0.120278892461741,NS
RSF1,0.120529330720197,NS
LIN7C,0.120742010701504,NS
SLC9A6,0.120998009121824,NS
SERPINB9,0.121155475159823,NS
SF3A2,0.12119732285086,NS
CALM2,0.121235657097264,NS
MBOAT2,0.121798245949202,NS
PCNP,0.122182548931488,NS
UFC1,0.122480862268519,NS
GRIN3A,0.12258943957771,NS
WASF1,0.122983296669841,NS
FAM222B,0.122994443724669,NS
STX7,0.123469703438917,NS
HMGA1,0.12465167139128,NS
SUMO2,0.125076740790573,NS
CPLX2,0.125338811938679,NS
DCK,0.125445764632776,NS
AGTPBP1,0.125542780501748,NS
PDE10A,0.125917160612779,NS
C19orf12,0.125942567845489,NS
MTFR1L,0.126207591488341,NS
IPO7,0.126371795580544,NS
SCD5,0.1265782628189,NS
USP11,0.126657836880696,NS
DUSP26,0.12671076921282,NS
APC,0.128562355076356,NS
CLIC4,0.129027474826918,NS
RAP2A,0.131133019410617,NS
CAPNS1,0.1316372130867,NS
KCTD12,0.133050391397121,NS
ERP44,0.133193591710629,NS
SNRK,0.133530478745746,NS
SMARCA5,0.133599838127993,NS
MTHFD2,0.135179887709258,NS
PANX1,0.13536449713127,NS
LRPPRC,0.135371176425139,NS
OLFM3,0.135874640872553,NS
ZMIZ1,0.136115393759699,NS
SCRN1,0.137708483089333,NS
MPRIP,0.138301244549582,NS
KPNA4,0.138808952459194,NS
SVOP,0.139345242491472,NS
ILF2,0.140187485262126,NS
SCD,0.140317809389746,NS
SH3BGRL,0.140713621748502,NS
SNAP25,0.141039029886199,NS
PITPNB,0.141196933290769,NS
ZNF586,0.142279656396208,NS
NTRK2,0.143038172584248,NS
UBE2R2,0.144032192279888,NS
TMED2,0.14419160618196,NS
AGO4,0.144385798617871,NS
SLIT3,0.144719778656983,NS
HSPA12A,0.144783832373112,NS
ST3GAL1,0.145109326827165,NS
FAM220A,0.146217695261785,NS
ATRX,0.146515197655859,NS
PIK3R1,0.146869212624243,NS
FAM8A1,0.147010198239461,NS
PPCS,0.147344639861618,NS
CCNT1,0.147423050033762,NS
CCDC117,0.147459105795867,NS
DHDDS,0.148675978369065,NS
PKIA,0.148758575602745,NS
RPL19,0.149455972011883,NS
SORT1,0.149461649074486,NS
VAPB,0.149491577595454,NS
NCOA1,0.149775516565743,NS
SPRED2,0.149925363319906,NS
GSPT1,0.150461060832329,NS
TXNRD1,0.15098195016543,NS
HMGCS1,0.151336203021641,NS
CYTH2,0.151610626039887,NS
VEGFA,0.153228566816564,NS
LPGAT1,0.153234378526406,NS
QPRT,0.15354138992539,NS
GNA12,0.154424294865338,NS
NDRG3,0.156630427591899,NS
ARFGEF3,0.156789017098491,NS
TMEM181,0.160033789910472,NS
CLASP1,0.160366032975179,NS
TPM3,0.160420704251227,NS
PFN2,0.161004101283331,NS
NUDCD3,0.161318315683335,NS
GRK3,0.162092066254911,NS
LAMTOR3,0.162506605130127,NS
LSAMP,0.162559407392026,NS
PLD3,0.162808508348708,NS
TSC22D1,0.162937619976837,NS
LMO4,0.162959786932098,NS
PSMB7,0.163866409527916,NS
ACTR3,0.163904579176662,NS
TMEM33,0.166505954716288,NS
TTC19,0.167460189572209,NS
IFNAR1,0.167950568516556,NS
B4GAT1,0.169013151992605,NS
NUP50,0.169212285537072,NS
RNF150,0.169392062851827,NS
KIF1A,0.170841913676936,NS
ELAVL3,0.170901301466557,NS
EBF1,0.171079232245345,NS
TOX4,0.171165013919478,NS
MAPK1IP1L,0.172615517527913,NS
RSBN1,0.172921444991899,NS
UBE2G2,0.173264945072391,NS
RIMS4,0.173403389964441,NS
CRK,0.173838322126236,NS
PELI2,0.174055077763432,NS
SLIT2,0.174166946195927,NS
SREBF2,0.174479598197514,NS
JPT2,0.174644408657448,NS
TIMM23,0.175651964449168,NS
STRADB,0.176662393679244,NS
RND3,0.17766262774234,NS
NCOA2,0.17831346494169,NS
GPATCH2L,0.178678390275485,NS
SMARCAD1,0.178884133965023,NS
PAK3,0.178996684756668,NS
SPECC1L,0.179034843328609,NS
FRRS1L,0.179777118737743,NS
TGOLN2,0.17990688946523,NS
C16orf72,0.181048592490914,NS
NKAPD1,0.18122980109089,NS
HNRNPC,0.181586341867249,NS
MGAT3,0.181868090793279,NS
GABARAP,0.182738953833525,NS
JPT1,0.18285304914535,NS
DOK6,0.183179399343754,NS
EIF4A2,0.183958058137487,NS
TTC7B,0.185155581209155,NS
ABLIM3,0.185192846267714,NS
SIAH2,0.185519998142762,NS
MED28,0.185637812928373,NS
GDI1,0.187213898753893,NS
TNKS,0.188206602191737,NS
PKIG,0.189939018974986,NS
CHTOP,0.192229031360494,NS
FKBP1A,0.19255391566761,NS
RCAN1,0.193828902496883,NS
SNN,0.194410672033336,NS
VMA21,0.194585602901538,NS
ATAD1,0.195107313705257,NS
BPNT2,0.195272322787778,NS
UBE2J1,0.195406415410458,NS
KLF13,0.196551892731309,NS
NOP10,0.198356777704171,NS
SF3B1,0.19850339559872,NS
FKBP1B,0.199330768203885,NS
HSP90AB1,0.199353545079697,NS
BASP1,0.200719464149082,NS
HEXIM1,0.204467063086021,NS
RNF41,0.205051719301124,NS
ZDHHC5,0.205787201582305,NS
RPL23A,0.206173224331972,NS
PAFAH1B1,0.208580179450623,NS
DPY19L3,0.209124371695163,NS
KIF2A,0.209193135979988,NS
ZNF697,0.210140414029057,NS
SS18L1,0.210932667059476,NS
MACROH2A1,0.212790187769989,NS
SRP9,0.216663520803988,NS
RPRM,0.216981291642676,NS
MED29,0.218366140884338,NS
SMARCD1,0.220753862623743,NS
PSMF1,0.221019873080429,NS
ARNT,0.221720995158812,NS
SCARB2,0.221935143595708,NS
FZD7,0.22216602955268,NS
TAF9B,0.222171282909046,NS
KIF3A,0.223148167841084,NS
MACF1,0.226140316035082,NS
ABLIM2,0.228078614958688,NS
RNF38,0.22953817595252,NS
BMERB1,0.229551959526254,NS
PACS2,0.230916981812535,NS
CSDE1,0.232040566799552,NS
CD276,0.232206631962634,NS
RBM3,0.232723580690731,NS
SNU13,0.233394394066805,NS
ZNF189,0.238118310955652,NS
EIF4H,0.238648803476539,NS
MMADHC,0.240182086407696,NS
MIB1,0.240233221377902,NS
MRPS14,0.240429626611019,NS
GPRIN3,0.241028976440207,NS
YIPF5,0.241661802963428,NS
WDR37,0.249110194815788,NS
ATP6AP1,0.249182398340217,NS
B4GALNT1,0.249288494828353,NS
PHB2,0.249469026651164,NS
PITPNC1,0.250212015787308,Lengthened in Neurites
MTURN,0.250354852921612,Lengthened in Neurites
SMIM13,0.251000979470051,Lengthened in Neurites
SLC38A2,0.252513291540444,Lengthened in Neurites
MORF4L2,0.253489728613845,Lengthened in Neurites
SLC39A6,0.254631040060896,Lengthened in Neurites
DCBLD2,0.255805122599905,Lengthened in Neurites
CLSTN1,0.256863878934651,Lengthened in Neurites
ELMOD2,0.264669809655007,Lengthened in Neurites
ADGRL1,0.265389240184011,Lengthened in Neurites
CTBP2,0.268589302361486,Lengthened in Neurites
RABEP1,0.26937316523785,Lengthened in Neurites
JAKMIP2,0.269445108724227,Lengthened in Neurites
MINDY3,0.270545285233982,Lengthened in Neurites
OAT,0.272160577240542,Lengthened in Neurites
RAB22A,0.274479165228052,Lengthened in Neurites
TNRC6C,0.274894988241294,Lengthened in Neurites
UNC13B,0.275844965728278,Lengthened in Neurites
PPP1R2,0.276330505109602,Lengthened in Neurites
RAB1A,0.277326996222602,Lengthened in Neurites
ZMAT2,0.277830511362203,Lengthened in Neurites
JPH3,0.27852079798527,Lengthened in Neurites
BACE1,0.279535519712746,Lengthened in Neurites
AHCYL1,0.280561676900954,Lengthened in Neurites
XPO7,0.280714123207164,Lengthened in Neurites
BRINP1,0.281788373184017,Lengthened in Neurites
SNCA,0.283335243920514,Lengthened in Neurites
DMWD,0.284237690324304,Lengthened in Neurites
PTPRN2,0.285704283739101,Lengthened in Neurites
SLC35B4,0.286153358694493,Lengthened in Neurites
DNAJB9,0.286544723520328,Lengthened in Neurites
SIGMAR1,0.28681073793031,Lengthened in Neurites
DHCR24,0.286828295181463,Lengthened in Neurites
NSD1,0.286963175911924,Lengthened in Neurites
AHCY,0.287399045045035,Lengthened in Neurites
IGSF9B,0.287486647277447,Lengthened in Neurites
NUFIP2,0.288880183871566,Lengthened in Neurites
ZNF791,0.289452297407835,Lengthened in Neurites
CTNNB1,0.29080891585983,Lengthened in Neurites
VPS26A,0.292042162421203,Lengthened in Neurites
RIMS3,0.292216841703843,Lengthened in Neurites
USP9X,0.292465130757476,Lengthened in Neurites
PRPF38A,0.295565114922225,Lengthened in Neurites
RC3H2,0.295967873238047,Lengthened in Neurites
PAICS,0.296787337689779,Lengthened in Neurites
SRSF7,0.296791248568081,Lengthened in Neurites
CIAO1,0.298256035925961,Lengthened in Neurites
MAP2K4,0.299727098730715,Lengthened in Neurites
PSMD11,0.300392894161691,Lengthened in Neurites
PTGES3,0.303012898418134,Lengthened in Neurites
P2RX3,0.303243733341416,Lengthened in Neurites
CXXC4,0.309192853498839,Lengthened in Neurites
CBL,0.310082773959564,Lengthened in Neurites
ARPC5L,0.311051383976013,Lengthened in Neurites
EIF1B,0.312973588833852,Lengthened in Neurites
PDP1,0.313490321192815,Lengthened in Neurites
VTA1,0.316193172505781,Lengthened in Neurites
PXDN,0.32198895936863,Lengthened in Neurites
ELP1,0.325401345617764,Lengthened in Neurites
ZNF462,0.325461118740352,Lengthened in Neurites
PTTG1IP,0.32966932098862,Lengthened in Neurites
NR2C2,0.331195612964361,Lengthened in Neurites
PTAR1,0.33677644559324,Lengthened in Neurites
SLC1A2,0.338537604395187,Lengthened in Neurites
DDX19B,0.340555593061916,Lengthened in Neurites
PEX5L,0.352487841442197,Lengthened in Neurites
TTYH3,0.352624686138065,Lengthened in Neurites
TMCO1,0.35594981772398,Lengthened in Neurites
VASH2,0.358468291829878,Lengthened in Neurites
NIPSNAP1,0.359439471151011,Lengthened in Neurites
RBM12,0.363820654361945,Lengthened in Neurites
SIK2,0.366755379283598,Lengthened in Neurites
RSL24D1,0.367444357851866,Lengthened in Neurites
KARS1,0.372806023981938,Lengthened in Neurites
ARMCX1,0.374225587464993,Lengthened in Neurites
RFK,0.377045170223371,Lengthened in Neurites
GPT2,0.378218710378736,Lengthened in Neurites
MAPRE3,0.381775795116054,Lengthened in Neurites
SPPL3,0.385203132494903,Lengthened in Neurites
NOVA1,0.386357473054474,Lengthened in Neurites
CAMK2D,0.390510155919512,Lengthened in Neurites
IRF2BP2,0.392123149867081,Lengthened in Neurites
TFRC,0.393972639081475,Lengthened in Neurites
CTNND2,0.403187754290373,Lengthened in Neurites
CCNT2,0.405209167447895,Lengthened in Neurites
TAGLN3,0.406164369920049,Lengthened in Neurites
ATXN7L3B,0.407179957812447,Lengthened in Neurites
SYNGAP1,0.407200139166363,Lengthened in Neurites
HIC2,0.409584325657989,Lengthened in Neurites
PLCL1,0.410420299562622,Lengthened in Neurites
ELOC,0.410799964896514,Lengthened in Neurites
SECISBP2L,0.415289978767458,Lengthened in Neurites
