gene_symbol,RED,pvalue,p_adj,APAreg,Significance
LAMTOR4,-1.44731216811588,0.000186398258483019,0.00676004350765084,DN,Shortened in Neurites
LANCL2,-0.741977252921062,0.0935022838956148,0.309211200238386,NC,NS
LAPTM4A,-0.385281989939839,0.134856945264486,0.373688296377477,NC,NS
LARP1,-0.0810149458710411,0.558753557185662,0.768065534072016,NC,NS
LARP4,-0.0800013650555229,0.891212102984327,0.961466304459045,NC,NS
LARP4B,0.325842431627071,0.290429688515758,0.553878178974838,NC,NS
LASP1,0.00100160797522275,0.995198107481432,0.997949807317786,NC,NS
LBH,-0.662017169324733,0.0565949313719449,0.228703594730369,NC,NS
LDB1,-0.293596655775363,0.407289929147057,0.652143403844,NC,NS
LDHA,0.158288579561258,0.162231458832995,0.410483319093719,NC,NS
LDHB,-0.764787057153536,0.0991718560462055,0.319321542072217,NC,NS
LDLRAD3,0.11284846364983,0.166794972225175,0.416632488069187,NC,NS
LGALSL,-0.154503343053025,0.445348700007567,0.679102152218966,NC,NS
LHX4,-0.943681263515446,0.0507600608375328,0.21530973173971,NC,NS
LHX9,-0.00398944436521331,0.976937923203082,0.986915933560773,NC,NS
LIMK1,0.409715157259943,0.321288198326554,0.584665649377064,NC,NS
LIN7A,0.21521855341093,0.23722127133667,0.495863099355037,NC,NS
LINGO1,-0.129403321403132,0.634070964236054,0.820506543373445,NC,NS
LMBR1,-0.750274032758011,0.206322748390055,0.469086668697094,NC,NS
LMBRD2,-0.201963571696735,0.584193712192851,0.78761184493906,NC,NS
LMLN,-0.357581295603861,0.254324886826685,0.512892450171332,NC,NS
LMO3,-0.511051371950959,0.0524764861637847,0.220868150662274,NC,NS
LMO4,0.505506935145454,0.254961750867003,0.513700712857962,NC,NS
LONRF2,0.205558005383011,0.0301469203186869,0.163183329884236,UP,NS
LPCAT1,-0.627208237272432,0.1796420674357,0.437739237110956,NC,NS
LRPPRC,0.039963723610573,0.905436511061231,0.964853010807658,NC,NS
LRRC3,-0.376419493732909,0.428032211835943,0.66629883908076,NC,NS
LRRC49,-0.783628763600292,0.0212482235552346,0.134407367605205,DN,NS
LSAMP,-0.253766933213178,0.111557381959731,0.339034725061975,NC,NS
LSM12,-0.185450380308703,0.148372692050303,0.390918079425135,NC,NS
LUC7L3,0.751143277428832,0.0227882602824968,0.138462693615439,UP,NS
LYPD1,-0.63562100129771,0.207812292566176,0.469086668697094,NC,NS
LYPLA1,0.251398386709181,0.26341865420839,0.522515033324939,NC,NS
LYRM1,0.307683714411371,0.571677782246474,0.777968013863869,NC,NS
LYSMD1,-0.693560248588619,0.0399695195577173,0.188568838884881,DN,NS
MACF1,0.360921624040834,0.0964750051826335,0.313446110425407,NC,NS
MAFG,-0.717726733515769,0.125497982640697,0.362169762450694,NC,NS
MAGI2,-0.0485170499217431,0.901531796534341,0.964035037332412,NC,NS
MAGI3,-0.257738461642465,0.330552065021626,0.592977158686775,NC,NS
MAN2A2,-0.00849801055741661,0.962101202695669,0.980992372120178,NC,NS
MANEAL,-0.493468508909796,0.0438167827952669,0.198223117177756,DN,NS
MAP1A,0.010558835283182,0.965395945318572,0.981595164473401,NC,NS
MAP1B,-0.127960071751111,0.229794234035464,0.487082810145928,NC,NS
MAP1LC3B,-0.141209313985002,0.19412574729676,0.455931409927329,NC,NS
MAP2,0.327901695561781,0.0689324861703043,0.258170550613739,NC,NS
MAP2K1,-0.515791331485782,0.284976308478983,0.547315487423007,NC,NS
MAP3K12,3.09973728219602,0.000321450941773405,0.00920364801709118,UP,Lengthened in Neurites
MAP3K13,-0.383361886585421,0.257362327223018,0.517101037892232,NC,NS
MAP7D1,-0.217290597733679,0.678969319051152,0.846183985255044,NC,NS
MAP9,-0.711503441028022,0.224333473363812,0.483700216980468,NC,NS
MAPK1,0.013505397755228,0.945128161631752,0.97700659368679,NC,NS
MAPK10,-1.42870899553389,0.00696855085614666,0.0683043543377259,DN,NS
MAPK1IP1L,0.0317572156609267,0.901567693461148,0.964035037332412,NC,NS
MAPK6,-0.520889505068609,0.0125011688033145,0.0975001552545246,DN,NS
MAPK8IP2,-0.191884715120399,0.256087489353491,0.515491560437739,NC,NS
MAPK9,0.118697949742592,0.721765357916993,0.868673351121336,NC,NS
MAPRE1,-0.206415932185571,0.398575513448981,0.644832949639392,NC,NS
MAPRE2,0.520216267454171,0.0254814107491232,0.147075728886186,UP,NS
MAPRE3,0.314107439540218,0.0917184711363189,0.306779371972677,NC,NS
MARCH6,-0.749229186089992,0.0274304833765221,0.15187972475143,DN,NS
MARCKSL1,-0.0588816419123583,0.53147490237643,0.74805264396579,NC,NS
MARS,-1.31793131780214,9.95445740457376e-05,0.00481353318052278,DN,Shortened in Neurites
MAT2A,-0.530377072642815,0.15429907534415,0.398662854371768,NC,NS
MATR3,-0.132066277803957,0.212254567125225,0.472255560393139,NC,NS
MAZ,-0.176642424662931,0.44253008470435,0.678130608673707,NC,NS
MBLAC2,0.0523945761955829,0.679952113432974,0.846398405121997,NC,NS
MBNL2,-0.783114116132383,0.31759039882409,0.583187095224659,NC,NS
MBOAT2,-0.443989512519643,0.270429557937987,0.531096315950415,NC,NS
MCC,-0.0066940947143479,0.973684959198696,0.98610800383469,NC,NS
MCFD2,-0.194480107342189,0.625885843862484,0.815696580933567,NC,NS
MCL1,0.0232099642776191,0.921333435173751,0.968980935204487,NC,NS
MCTS1,-1.80813577545857,0.000150975595083756,0.00604887419378432,DN,Shortened in Neurites
MCUR1,-1.60645002247526,0.010168518577566,0.087112978050329,DN,NS
MDM4,0.132916104495235,0.629280585556628,0.817646389591884,NC,NS
ME2,-0.428137323968838,0.294780563325765,0.557889973747373,NC,NS
MEA1,-1.70398020737131,0.0030640901415764,0.0414127959507469,DN,Shortened in Neurites
MEAF6,0.254658711603696,0.177294727974517,0.434266452606917,NC,NS
MED13,-0.950336483848569,0.0112111800610448,0.092058595520126,DN,NS
MED8,-1.46565083600642,0.0115505004515148,0.0934345315334431,DN,NS
MEGF9,0.221801830742381,0.326579180933039,0.58973966614962,NC,NS
MEMO1,-1.34318670259691,5.58123216104058e-05,0.0032823678871417,DN,Shortened in Neurites
MEST,0.174597421985398,0.305763814532714,0.572297135680933,NC,NS
METAP1,-0.1734126787166,0.667043758864465,0.837074520927956,NC,NS
METTL5,-0.30578753154065,0.375575852436209,0.630420491360085,NC,NS
METTL9,-0.298874661612696,0.232651197457635,0.490551362081215,NC,NS
MFF,-1.03975083989474,0.0650833935199137,0.249218060066096,NC,NS
MFHAS1,-0.347561147794834,0.0268613331398772,0.150079930090576,DN,NS
MFN1,-3.56442312396921,6.19888593177177e-06,0.00112406464896128,DN,Shortened in Neurites
MFSD11,-0.111334223819955,0.514291897846946,0.73383552112456,NC,NS
MFSD9,0.0510279070047011,0.913929977589347,0.96633218232965,NC,NS
MGAT5,0.0526487200095388,0.80523688672696,0.910150990314541,NC,NS
MGEA5,-0.131916257702428,0.663995642490826,0.836407006668791,NC,NS
MIB1,0.511368730084433,0.108781133244105,0.334837880307411,NC,NS
MICU2,-0.486147373329867,0.0292697937655046,0.159227678084345,DN,NS
MICU3,-2.13570457183852,0.00482919686952541,0.0544473180729912,DN,NS
MIF,0.0719475263866753,0.740809206162221,0.879169367461361,NC,NS
MINDY2,-0.519498904186392,0.0267788005348217,0.150079930090576,DN,NS
MINDY3,-0.381369164870144,0.295517856936292,0.558685366371304,NC,NS
MKL2,-0.437185097106576,0.16284055978555,0.411545944359299,NC,NS
MKRN2,0.0585966501352775,0.886063712179466,0.957811543816453,NC,NS
MLEC,0.496103493333697,0.318600194515296,0.58375008489539,NC,NS
MLLT10,-0.263619924435403,0.465074206001435,0.694619587701482,NC,NS
MLLT11,0.238837030258433,0.545927040439977,0.758018374155662,NC,NS
MLXIP,-0.25810993468176,0.286902231021128,0.548245107130308,NC,NS
MMD,-0.352583169732252,0.0715017934009865,0.265962226394097,NC,NS
MMGT1,0.176616844890325,0.541895129099686,0.755378297509003,NC,NS
MMP24OS,-0.777859939440395,0.111125461570015,0.338668073356235,NC,NS
MN1,0.889177930470797,0.022526268225753,0.138076506082362,UP,NS
MOCS2,-2.06761632200363,0.00249422739799532,0.035943303430714,DN,Shortened in Neurites
MPPE1,-0.0257225191647856,0.947907738791312,0.977094855333915,NC,NS
MPZL1,-0.200364546882263,0.335099965587861,0.597283624869989,NC,NS
MRFAP1,0.00833669092802825,0.95039382520403,0.977342610417755,NC,NS
MRPL22,-0.02532128728601,0.949871963432165,0.977342610417755,NC,NS
MRPL27,-2.42479969631397,0.000406331920587731,0.0109157809777642,DN,Shortened in Neurites
MRPL3,-0.228125706978319,0.336459632260692,0.597662171264706,NC,NS
MRPL44,-0.035611304197815,0.894399625586861,0.962043294748893,NC,NS
MRPL45,-0.209629684567692,0.147132549774414,0.390918079425135,NC,NS
MRPL47,-1.74157467915962,0.00116784096052424,0.0206918079006727,DN,Shortened in Neurites
MRPL48,-2.54034242559118,1.53690939026301e-05,0.00184636203960328,DN,Shortened in Neurites
MRPL52,-1.85622888060795,0.000162406031575929,0.00631063436980751,DN,Shortened in Neurites
MRPL53,-0.478514917143521,0.503715748578065,0.725186076547498,NC,NS
MRPL9,0.221078025535435,0.699774511477936,0.855454683694376,NC,NS
MRPS18B,0.155045950994553,0.826974620480092,0.92187334742043,NC,NS
MRPS21,-1.24869718469056,0.00377768960329655,0.0461811942515354,DN,Shortened in Neurites
MRPS33,-1.87906283288694,0.00367192338772381,0.045877670955871,DN,Shortened in Neurites
MRRF,-1.53477734473161,0.00705709345530145,0.0688620419674258,DN,NS
MRS2,0.398516874657599,0.211326197378041,0.470671244109127,NC,NS
MSANTD3,-0.948472660224494,0.0497229621398105,0.212629929275915,DN,NS
MSANTD4,0.343420634120224,0.222105429483873,0.483700216980468,NC,NS
MSI2,-0.0952896845564908,0.733224396290398,0.875338819359994,NC,NS
MSRB2,-0.350589254084639,0.210511063099404,0.470671244109127,NC,NS
MTCH1,0.0308232544024742,0.880266272413345,0.954389341689805,NC,NS
MTCH2,-0.388381836431563,0.0132677065888935,0.102016005432623,DN,NS
MTFR1L,0.108707362965314,0.635047465367109,0.820874182281129,NC,NS
MTHFD2,-0.108060798751118,0.503897678189254,0.725186076547498,NC,NS
MTMR2,0.381268521556577,0.369360025431536,0.624669276429727,NC,NS
MTMR4,-0.0993611582669347,0.449579987016852,0.681470442219713,NC,NS
MTMR6,-0.946945407014313,0.0237025271442198,0.139774252210901,DN,NS
MTMR9,-0.115302183832606,0.670450117850957,0.839809826160396,NC,NS
MTPN,-0.19311620838165,0.437616048101305,0.674877760927314,NC,NS
MTR,-0.354764000557037,0.10739709690093,0.333776621255829,NC,NS
MTSS1,-0.0415074671318532,0.864947058087872,0.948173701964338,NC,NS
MTSS1L,-0.105957193003377,0.802790448443018,0.910150990314541,NC,NS
MTURN,-0.542337421600493,0.0392543471102256,0.187318989718971,DN,NS
MTX3,-0.244034136717173,0.276510111264165,0.538662490699037,NC,NS
MXD1,-0.503890524779651,0.247164753264285,0.505955318064989,NC,NS
MXI1,0.120455624732716,0.76798839532874,0.890233934944606,NC,NS
MYADM,0.36946408104469,0.0566503849079361,0.228703594730369,NC,NS
MYH10,-0.28257181785892,0.369263921698694,0.624669276429727,NC,NS
MYL12B,0.236555477442467,0.172751469165243,0.426107642655753,NC,NS
MYO5A,0.00480447902201131,0.945676917656822,0.977094855333915,NC,NS
N4BP2,-0.430126401658315,0.159311653595947,0.405925703978956,NC,NS
NAB1,0.0917915370934066,0.787267022154973,0.902398497694752,NC,NS
NABP2,-0.0529516674329008,0.900990038044833,0.964035037332412,NC,NS
NANS,-1.69501443744207,0.000329523637885811,0.00931225241609773,DN,Shortened in Neurites
NAP1L1,-0.885477620741134,0.0058458755937093,0.0614522960961906,DN,NS
NAP1L4,0.461235507775965,0.0350182355317136,0.175980786413415,UP,NS
NAP1L5,-0.074126220497242,0.7796811145525,0.897189902308958,NC,NS
NAPG,-1.68511330895101,0.0104290844085125,0.0883022866650709,DN,NS
NARS,-0.537685412219604,0.182510427036572,0.442518752475288,NC,NS
NAT10,-0.17989521652044,0.548620569671456,0.759413714761507,NC,NS
NAV3,-0.494794330326042,0.172038305015983,0.425868324207134,NC,NS
NAXE,-0.317339148508172,0.494747384300234,0.717235381903604,NC,NS
NBR1,-0.153183396042838,0.565412543122512,0.773797291719865,NC,NS
NCALD,0.00937915190314914,0.962106071223708,0.980992372120178,NC,NS
NCAM1,-0.181944870394256,0.0206994476436865,0.133655780631044,DN,NS
NCAM2,-0.732383658378971,0.04735229649049,0.208338794501335,DN,NS
NCBP1,-1.51564147417963,0.12764611132427,0.36547097137054,NC,NS
NCBP2,-0.890014137146023,0.00433251820590276,0.0509597817083482,DN,NS
NCBP3,-0.0921155057950598,0.620595071357896,0.81252399234343,NC,NS
NCOA1,0.392086511420155,0.26782744358571,0.528370369213513,NC,NS
NCOA3,-0.417670745917598,0.159497461811584,0.405925703978956,NC,NS
NCOA4,0.0487306754458546,0.792040132076989,0.903291052096189,NC,NS
NCOR1,-0.0586714078762729,0.80497996397167,0.910150990314541,NC,NS
NCS1,0.355737531586001,0.139962700199101,0.380492618570962,NC,NS
NDFIP1,0.306778179115589,0.0317281439515527,0.166764350817823,UP,NS
NDFIP2,-0.542970906035388,0.153475356718772,0.398272661197325,NC,NS
NDN,0.623385000976964,0.0222938954098564,0.137038181954371,UP,NS
NDRG4,0.558430939287853,0.241754584564808,0.500712982038595,NC,NS
NDUFA5,-0.354541363510756,0.146960972331391,0.390918079425135,NC,NS
NDUFA6,-1.53747092636713,0.0109989306915942,0.0906578529731399,DN,NS
NDUFAF7,-1.97639160572505,0.00266799468083455,0.0379448132385359,DN,Shortened in Neurites
NDUFB9,-3.25446838729962,2.63847440306634e-06,0.000717665037634044,DN,Shortened in Neurites
NDUFC2,-1.91757765505921,0.00922240812373182,0.0822457380214772,DN,NS
NDUFV3,-1.75604634452994,2.83110999999203e-05,0.0020642866380298,DN,Shortened in Neurites
NEDD4L,-0.000213655976532945,0.999535271085458,0.999887925813435,NC,NS
NEDD8,0.220413408999135,0.101796261197725,0.324792763000366,NC,NS
NEFL,-0.106019431810785,0.388110061970344,0.638825639067677,NC,NS
NEFM,-0.0548531287018055,0.667933182455244,0.837707553327154,NC,NS
NELFCD,0.518736299361863,0.177817743231968,0.434266452606917,NC,NS
NEO1,0.105597174742613,0.822747429376746,0.919044356429055,NC,NS
NEPRO,-0.501364222847593,0.00416501244904094,0.0497970719182038,DN,Shortened in Neurites
NF2,0.119593783555709,0.686869534851159,0.847294845712087,NC,NS
NFASC,-0.210161710644469,0.30953994900406,0.574708983816413,NC,NS
NFAT5,-0.966332669161991,0.0316293017651725,0.166647362326914,DN,NS
NFYA,0.138733034594581,0.714016634929501,0.863542267721552,NC,NS
NFYB,-0.363253141125581,0.358441223147969,0.615657898470548,NC,NS
NGFR,-0.934427106358875,0.0746647046339621,0.271329942464758,NC,NS
NGRN,-0.447446809075818,0.126367671722604,0.36276524230658,NC,NS
NHLH2,-0.754879890823162,0.0922168640604063,0.306825529350832,NC,NS
NIF3L1,0.0387317283503629,0.927856054533942,0.971147077761356,NC,NS
NIPA1,-0.0359826508796774,0.630143839772789,0.817646389591884,NC,NS
NIPSNAP1,0.170845319526296,0.047538569110771,0.208556303195641,UP,NS
NKAIN2,0.042464037762744,0.916796678480986,0.966917029266952,NC,NS
NKAPD1,0.0398950351378312,0.808973858132805,0.911357397587946,NC,NS
NKIRAS2,0.400378164495533,0.164321904872105,0.413216147164264,NC,NS
NLK,-0.199361719802074,0.645545495391686,0.826784577970753,NC,NS
NME1,0.0293152652638997,0.804685737293406,0.910150990314541,NC,NS
NME4,-0.0234224092308334,0.962460040897575,0.980992372120178,NC,NS
NME7,0.213301812219615,0.440057491622228,0.676724453547681,NC,NS
NMNAT2,-0.719395088925776,0.0381848572617449,0.185469306699904,DN,NS
NNT,-0.102155871941868,0.586337974352127,0.78904248748508,NC,NS
NOL4L,-0.36041575099703,0.278185383297076,0.540957456706378,NC,NS
NOLC1,-0.454562077262776,0.226139975874636,0.483700216980468,NC,NS
NONO,0.231459891479938,0.58320666615698,0.78761184493906,NC,NS
NOS1AP,-1.13712833378894,0.0647032320544196,0.248314343827896,NC,NS
NOVA1,0.0590481134519698,0.86633292181688,0.949214721990701,NC,NS
NPEPPS,-0.632952361656803,0.145973186538197,0.390506647944941,NC,NS
NPTN,0.344558707968606,0.15839232182002,0.404532502676482,NC,NS
NPTX1,-0.148740930102637,0.736079639766747,0.876688175223012,NC,NS
NPTX2,0.0998155062343845,0.869338893188349,0.950159755482482,NC,NS
NPTXR,0.180831585158471,0.449452304771215,0.681470442219713,NC,NS
NR2C2,-0.292136533332448,0.401101283152407,0.647018932532683,NC,NS
NR4A3,0.208748485700566,0.53903267920259,0.75236376519874,NC,NS
NRAS,-0.228452285773696,0.177604232989423,0.434266452606917,NC,NS
NRCAM,-0.28696607335015,0.134047575182635,0.373001948334288,NC,NS
NREP,-0.0837534601796651,0.748425106367078,0.882709806179602,NC,NS
NRN1,-0.313370747616824,0.233383135082282,0.490834731652573,NC,NS
NRP1,0.0667509057585181,0.871701268918922,0.95031160379137,NC,NS
NRP2,0.360588598352088,0.210766020779941,0.470671244109127,NC,NS
NRXN1,-0.0229868295390008,0.888412567241421,0.959640225135316,NC,NS
NRXN2,0.294164114102426,0.604062084726135,0.804430291532478,NC,NS
NSA2,-3.28261358659734,0.000987142160617996,0.0184801368514511,DN,Shortened in Neurites
NSD1,-0.982644525348098,0.0124288729530396,0.0975001552545246,DN,NS
NSD3,0.00716317694706015,0.976808141356053,0.986915933560773,NC,NS
NSG1,-0.246125088995657,0.12418120681088,0.360772104166189,NC,NS
NSG2,-0.665836708177312,0.142521690847932,0.385730347369527,NC,NS
NT5C2,-0.0594104508763985,0.802307285556651,0.910150990314541,NC,NS
NTM,-0.206276867151137,0.345268033595974,0.606068484880381,NC,NS
NTRK2,-0.572529749723558,0.0410169549529874,0.191941707478926,DN,NS
NUCKS1,-0.423991708524653,0.216061133695619,0.476824570914471,NC,NS
NUDT21,-0.192182468921661,0.474201221876535,0.700993110600095,NC,NS
NUFIP2,0.144298209486544,0.535359806989764,0.749909990668196,NC,NS
NUTF2,-0.991964379880887,0.000254290704436227,0.00790480818361757,DN,Shortened in Neurites
OAZ1,-0.0889876636763418,0.76973510622655,0.890453796464101,NC,NS
OAZ2,-0.145969654710266,0.748233014047661,0.882709806179602,NC,NS
OCIAD1,-0.184018525827162,0.408852017653323,0.652723397222032,NC,NS
OCRL,-0.186497398495251,0.493121955503359,0.716310664335987,NC,NS
ODR4,-2.50787471374312,0.000232394371246104,0.0076327169811133,DN,Shortened in Neurites
OGFRL1,-0.428792621632889,0.0610808478374365,0.236498087000466,NC,NS
OLA1,-0.979544639774208,0.01911033484729,0.125631687696988,DN,NS
OLFM1,0.0797810553678102,0.549547418680878,0.760213085219066,NC,NS
ONECUT2,-0.313683632512558,0.00781463481026556,0.0736131833209431,DN,NS
OPA1,-0.118498633071515,0.329925469304592,0.592977158686775,NC,NS
OPTN,-2.0906180080836,0.00480378547212054,0.0544473180729912,DN,NS
ORAI2,0.158256348262809,0.548313625160158,0.759413714761507,NC,NS
ORAOV1,1.15999721013404,0.00042257653666007,0.0110786330574977,UP,Lengthened in Neurites
ORMDL1,0.0954552943641862,0.728855957738217,0.874506318896762,NC,NS
OS9,-0.0311181906964326,0.909816207360932,0.966026817932105,NC,NS
OSBP,-0.589140114387185,0.227951956560962,0.485097416862725,NC,NS
OSBPL8,-0.363137369664496,0.249526878096348,0.508681025494682,NC,NS
OSBPL9,-0.466860553515114,0.272039694182425,0.533434159492118,NC,NS
OST4,-2.6666646864163,1.86672632680478e-05,0.00184636203960328,DN,Shortened in Neurites
OSTC,-0.182321785288456,0.649582218353964,0.827570788722615,NC,NS
OSTM1,-0.382324950885384,0.138830237489638,0.379515825097303,NC,NS
OTUD3,-0.699291147180275,0.0211499596114613,0.134365904347306,DN,NS
OTUD6B,-0.425371597973139,0.462946416275574,0.693781957173312,NC,NS
OTULIN,-1.90126321743697,0.00244913401341394,0.0356925185277238,DN,Shortened in Neurites
OXCT1,-0.426649393419832,0.0431575064244298,0.197291457940251,DN,NS
OXSR1,-0.279768437863831,0.466473488377954,0.695629331165746,NC,NS
P2RX3,-0.224076599819506,0.424922739157422,0.665767252076716,NC,NS
P4HB,-0.194880001893821,0.683586436290251,0.846518498014248,NC,NS
PA2G4,-0.488408415713289,0.251402476503991,0.510309504545414,NC,NS
PABPC1,-1.62780254208633,0.00265131650432325,0.0379448132385359,DN,Shortened in Neurites
PACS2,0.399683139778637,0.124807477025855,0.362108093344347,NC,NS
PAFAH1B1,0.283612238363216,0.418023307018092,0.66154088441554,NC,NS
PAG1,0.00723554399734219,0.982630600826077,0.988718944950901,NC,NS
PAIP1,-0.849365510851856,0.156593564107122,0.401799841557678,NC,NS
PAIP2,-0.945115574052481,0.00620204608883122,0.0635191356561726,DN,NS
PAK1,0.369524860951312,0.182620330754967,0.442518752475288,NC,NS
PAK2,-0.155448641701226,0.401693076851219,0.647469729798706,NC,NS
PALLD,-0.219667590725277,0.396243143130005,0.6429717221856,NC,NS
PALM2,0.601807156344147,0.202102830974362,0.465267120087083,NC,NS
PANK3,-0.459201774946731,0.0751428271104621,0.272517986320609,NC,NS
PANX1,0.100143415253899,0.642808173806946,0.824470320026332,NC,NS
PAPD5,-0.171762102256957,0.737875976997746,0.87757645240433,NC,NS
PAPD7,-0.320376250809198,0.276428850112605,0.538662490699037,NC,NS
PAPOLA,-1.37723850746873,0.00959812804875393,0.0843500889016935,DN,NS
PAPPA,0.107602445176127,0.25869755543961,0.518530143028137,NC,NS
PAQR3,-0.057617838427582,0.778618174997428,0.896915377868927,NC,NS
PARK7,-0.22671503112944,0.384243605880657,0.635445586269542,NC,NS
PBRM1,0.272516945305798,0.278843311755851,0.541752719982796,NC,NS
PBX2,-0.135621076603268,0.485821173831875,0.710448168184248,NC,NS
PBX3,-0.446269658658001,0.0126142722590226,0.0980309158415471,DN,NS
PCBP1,-0.0316466728118534,0.789887926916666,0.902917100459017,NC,NS
PCBP2,-1.02436889715711,7.56513201327326e-05,0.00401505542948356,DN,Shortened in Neurites
PCBP3,0.329478941394223,0.504662219469059,0.725326941588291,NC,NS
PCDH10,-0.0142143601339666,0.963139322698662,0.980992372120178,NC,NS
PCDH17,0.0972481287704443,0.648691798239504,0.827522134183631,NC,NS
PCDH7,-0.597746782752483,0.0373307170031219,0.183044818034669,DN,NS
PCDH9,-0.52119882765004,0.331095047116631,0.593461962541836,NC,NS
PCGF2,-0.202806960665759,0.492437703678102,0.716310664335987,NC,NS
PCGF3,-0.27699260791311,0.149686217954105,0.392903751831281,NC,NS
PCLO,-0.157902368422209,0.533113428336795,0.748422464555397,NC,NS
PCMT1,0.0176778829216979,0.964344697529418,0.9813402242499,NC,NS
PCNP,-0.306219971225819,0.352883867055769,0.611852824472792,NC,NS
PCSK2,-0.715493673082907,0.113979407826278,0.34352221676199,NC,NS
PCYOX1,-0.775879570401806,0.00787999750604414,0.0739089421256554,DN,NS
PDAP1,-1.3347686577545,0.00118863786194122,0.0206918079006727,DN,Shortened in Neurites
PDCD6IP,0.103737260724833,0.813053362651838,0.913845101823553,NC,NS
PDCD7,-0.480004022464162,0.0415927204747029,0.193388375540499,DN,NS
PDE10A,0.288701126364935,0.37825683904401,0.631201596441539,NC,NS
PDE4B,-0.701395347733962,0.0553859587758517,0.226963810459074,NC,NS
PDE4D,0.424172224932473,0.347014350544717,0.606750407173413,NC,NS
PDE7A,-0.286745823703614,0.435423510194515,0.67378542928425,NC,NS
PDHA1,-0.17796417085556,0.45128202114377,0.682539612879782,NC,NS
PDIA3,-0.556975068720992,0.2067910234603,0.469086668697094,NC,NS
PDIA6,0.0251294697914839,0.942786576608352,0.975976969885715,NC,NS
PDP1,-0.695805103312153,0.0312413983515001,0.166387597223105,DN,NS
PDPK1,-0.16748214667327,0.520041108883213,0.738166635962081,NC,NS
PDS5A,-1.67064597483491,0.00363794875625698,0.0457582456278334,DN,Shortened in Neurites
PDZD11,-0.522296216383949,0.186547849290702,0.449232179675639,NC,NS
PDZD4,0.170168477568487,0.69644455250481,0.854263442080308,NC,NS
PEA15,-0.708626815360062,0.0374673143517877,0.183210957369641,DN,NS
PEAK1,0.239163868273101,0.620342069100206,0.81252399234343,NC,NS
PEG10,0.0607176215530695,0.361432304145307,0.617813585090485,NC,NS
PELI2,-0.0354445031505892,0.907270064623174,0.965634078171106,NC,NS
PEX13,-0.229708573670085,0.607632075826033,0.806715922512171,NC,NS
PEX5L,-0.18163265719155,0.402185904940695,0.64778425547813,NC,NS
PFDN1,-0.090474455043474,0.860429832282166,0.945526615233802,NC,NS
PFDN2,-1.24920829622231,0.00505535773772282,0.0550022921864243,DN,NS
PFDN4,-0.703992501525854,0.0553853864564288,0.226963810459074,NC,NS
PFN2,0.139475585033749,0.202503457901416,0.465308895874849,NC,NS
PGAM1,-0.175953827315668,0.122799430135579,0.358975372384888,NC,NS
PGAP1,-0.346151111913369,0.230549810203914,0.487082810145928,NC,NS
PGD,-0.584086956943263,0.0572377106623634,0.229604834943039,NC,NS
PGK1,0.414486395690365,0.095319975212151,0.310503392307845,NC,NS
PGM2L1,0.314743605918783,0.0920548309707043,0.306779371972677,NC,NS
PGRMC1,-0.13690133098991,0.542950530866925,0.755409434249635,NC,NS
PHB,-1.77983116264757,0.00221804433483387,0.0335171143930451,DN,Shortened in Neurites
PHB2,-0.304918200986605,0.396839922768239,0.642981140687779,NC,NS
PHC3,-1.66006888611193,0.000666420963744985,0.014797265480705,DN,Shortened in Neurites
PHF21A,0.0008581326031738,0.998208605038844,0.999126920222872,NC,NS
PHF21B,-0.0466424116878962,0.914826882508593,0.966542133109834,NC,NS
PHF24,0.0674060259060196,0.786227102076037,0.901860924679734,NC,NS
PHF8,0.0895673369688028,0.73079235910454,0.874699765352849,NC,NS
PHPT1,-0.198108066141571,0.680308276911017,0.846398405121997,NC,NS
PHTF1,-1.06694532440979,0.0437442843321369,0.198223117177756,DN,NS
PHYHIPL,-0.91775252178423,0.125993800631974,0.362169762450694,NC,NS
PHYKPL,0.0842359150130006,0.768725874329478,0.890233934944606,NC,NS
PICALM,0.171657538572777,0.639777615018347,0.824470320026332,NC,NS
PIGH,-1.46706418719509,0.0828549697188485,0.288930150814446,NC,NS
PIK3CA,-0.320006560381513,0.0665430990467827,0.252260946909058,NC,NS
PIK3R1,0.178912444408052,0.497717047642969,0.720960511772212,NC,NS
PIK3R2,0.381155514682258,0.281973967101912,0.544684715130579,NC,NS
PINK1,-0.0129859340228351,0.949768937063552,0.977342610417755,NC,NS
PIP4K2B,0.164359155825052,0.369462021491295,0.624669276429727,NC,NS
PIP4P2,-0.142053850354053,0.485437751975705,0.710448168184248,NC,NS
PISD,0.487179283884259,0.420380893437846,0.663342149471177,NC,NS
PITHD1,-0.674128524573451,0.0120818174816515,0.0966545398532122,DN,NS
PITPNA,-0.12097172541746,0.341520790868653,0.603205552703075,NC,NS
PITPNB,-0.0913597859328317,0.703295865669602,0.857831728529738,NC,NS
PJA2,0.16127696742236,0.502466471044707,0.724518952987281,NC,NS
PKIA,0.026652923124006,0.758813690830926,0.88786198636547,NC,NS
PKM,0.327828188822109,0.34321109816247,0.604718501701647,NC,NS
PLA2G12A,-0.135197939515455,0.506116734509355,0.725978915156464,NC,NS
PLCL1,0.195195837901637,0.313138308759439,0.578920101835632,NC,NS
PLCXD3,-0.442609386355103,0.00118579082077812,0.0206918079006727,DN,Shortened in Neurites
PLEKHA6,-0.191240386940939,0.465536611473057,0.694792638247855,NC,NS
PLXNA1,-0.0888848703382096,0.715447511904243,0.863542267721552,NC,NS
