gene_symbol,RED,pvalue,p_adj,APAreg,Significance
ELAVL1,0.246229602939697,0.376450266776936,0.630604911860363,NC,NS
ELAVL2,-0.602480633227468,0.0202734182484153,0.132368774915682,DN,NS
ELAVL3,0.0877130431462032,0.821363835688175,0.919044356429055,NC,NS
ELAVL4,-0.400269149017498,0.143493454056023,0.386916674133711,NC,NS
ELK4,-4.44161358858886,3.30364571636035e-05,0.00224647908712504,DN,Shortened in Neurites
ELOC,-0.536604811081588,0.0929714106784706,0.308336818366321,NC,NS
ELOVL4,-0.105214721898204,0.761388539699303,0.888448388438354,NC,NS
ELOVL5,-0.783240598159032,9.457159114342e-06,0.00145974148920106,DN,Shortened in Neurites
ELOVL6,-0.207312801674482,0.194446988383538,0.455944662416572,NC,NS
ELP6,-0.241288263143103,0.357649690549502,0.615657898470548,NC,NS
EMB,-4.20271607857263,6.7484756080666e-06,0.00112959099408869,DN,Shortened in Neurites
EMC1,-0.0162484244853273,0.934105285752957,0.973751347751658,NC,NS
EMC3,-1.69618522434044,0.00936679253482996,0.0831924104317959,DN,NS
EMC6,-1.34442213254268,0.0115223844070525,0.0934345315334431,DN,NS
EME2,-1.31475425106156,0.198391276869752,0.460102273158701,NC,NS
EML4,0.156374773644481,0.569206137481518,0.77654705652651,NC,NS
EML6,0.50692464915225,0.23535741894696,0.493388963033319,NC,NS
ENAH,-0.762039344541581,0.0015218053171574,0.0247123012696604,DN,Shortened in Neurites
ENC1,0.295113506571722,0.179065051084987,0.436822366772345,NC,NS
ENO1,0.0516949556525144,0.888637432742492,0.959640225135316,NC,NS
ENO2,-0.523475311874866,0.00179572904007701,0.0285219444613692,DN,Shortened in Neurites
ENOPH1,-0.394271507668146,0.130495122050749,0.369836432972532,NC,NS
ENTPD4,-0.124011230533691,0.74139512375533,0.879169367461361,NC,NS
ENY2,-1.45528342766032,0.00376109955894979,0.0461811942515354,DN,Shortened in Neurites
EPB41,-0.247249288278338,0.19053453957313,0.45308273933595,NC,NS
EPB41L1,-0.0447842562504029,0.715517788925532,0.863542267721552,NC,NS
EPB41L3,0.238070582767663,0.206655995728559,0.469086668697094,NC,NS
EPB41L5,-4.09864877245612,0.000145770055840511,0.00598482342469722,DN,Shortened in Neurites
EPG5,-0.0393788030403246,0.912555181342128,0.96633218232965,NC,NS
EPHA4,0.552708725085306,0.196497176266469,0.458282803382461,NC,NS
EPN2,0.261795504839098,0.322559084230827,0.584665649377064,NC,NS
EPS15,-0.324946803628222,0.0501585419328105,0.213590973083749,NC,NS
EPS8L1,-0.370082396077037,0.384428749053495,0.635445586269542,NC,NS
ERC1,-0.237529280956157,0.460698396936367,0.69136531843692,NC,NS
ERCC1,-2.31847226682535,0.00295246395123102,0.0404060475338282,DN,Shortened in Neurites
ERH,0.0820800895365774,0.606025484481186,0.806058346107005,NC,NS
ERO1A,-0.438196161731369,0.319877199905438,0.584364926314833,NC,NS
ESRRG,0.0635472366134144,0.904635165028611,0.964853010807658,NC,NS
ETF1,-0.420422129606151,0.105586877119305,0.332372977279903,NC,NS
ETNK1,-0.437865584446982,0.207487222734357,0.469086668697094,NC,NS
ETV5,0.677515548401064,0.132944673275298,0.372593935433731,NC,NS
EVL,0.115668231018048,0.882236290608385,0.955573005656469,NC,NS
EXO5,-1.00328615615759,0.130258318128363,0.369836432972532,NC,NS
EXOC4,-0.914231147972006,0.0152562914976044,0.111029064544439,DN,NS
EXOC5,0.147064702929064,0.665358698779264,0.836407006668791,NC,NS
EXOC6B,-0.689999029578992,0.0066765118916611,0.0663383099372354,DN,NS
EXOSC2,-0.244861751351379,0.516413423369509,0.735415974641395,NC,NS
EYA1,-0.392885053698807,0.0322692932486774,0.169199956889451,DN,NS
F2R,0.194007675127934,0.72930069936362,0.874506318896762,NC,NS
FABP3,-0.793793177628814,0.00602424868393598,0.0627213642882522,DN,NS
FADS1,-0.393971131002239,0.154628423294932,0.398662854371768,NC,NS
FAF1,-0.995885571488523,0.0272441655799101,0.15123291913746,DN,NS
FAF2,-0.669138553493183,0.0373492183857504,0.183044818034669,DN,NS
FAIM2,-0.31181932930108,0.394889479429849,0.642030787339991,NC,NS
FAM102B,-0.480814439031147,0.054042175465622,0.225279260178532,NC,NS
FAM107B,-0.404562518200991,0.07640507423704,0.274979011822735,NC,NS
FAM117B,-0.538136665739409,0.187692711517441,0.450296957289914,NC,NS
FAM126A,0.089409320273154,0.759334171243631,0.88786198636547,NC,NS
FAM136A,-1.07726041084518,0.00131764637659917,0.0222263450812386,DN,Shortened in Neurites
FAM167A,0.0235705415036503,0.943492013034744,0.976242805688827,NC,NS
FAM168A,-0.0484716853715498,0.68468407927623,0.846518498014248,NC,NS
FAM168B,-0.0187629722123812,0.930608323276248,0.971224801654252,NC,NS
FAM169A,-0.334550984709963,0.318968702024931,0.58375008489539,NC,NS
FAM171B,-0.0385316792787924,0.818021914714578,0.917061147047357,NC,NS
FAM177A1,-0.722525867409073,0.0151676068945785,0.110792814282837,DN,NS
FAM192A,-0.214873876739633,0.546219122553345,0.758018374155662,NC,NS
FAM199X,-0.227509474874587,0.306169936256889,0.572358918638308,NC,NS
FAM19A5,-0.360760359219865,0.0554309598986645,0.226963810459074,NC,NS
FAM204A,-1.28092420462465,0.0029186711020049,0.0404060475338282,DN,Shortened in Neurites
FAM20C,1.14993439866073,0.00358711943598892,0.0457582456278334,UP,Lengthened in Neurites
FAM210A,-1.98492767021827,0.00504110369740941,0.0550022921864243,DN,NS
FAM213A,-0.227482589313946,0.0918957368447003,0.306779371972677,NC,NS
FAM216A,-0.0904591120068023,0.701071448782574,0.856078267424737,NC,NS
FAM222A,-0.343355891005378,0.379413963534987,0.631679253750674,NC,NS
FAM222B,-0.343630415216257,0.258788481309079,0.518530143028137,NC,NS
FAM229B,-1.98726379566077,0.000219447340726624,0.00746120958470522,DN,Shortened in Neurites
FAM234B,0.151328169775096,0.466736591682899,0.695629331165746,NC,NS
FAM32A,-0.0974202715907604,0.782646354633581,0.900126040001413,NC,NS
FAM49B,-0.11110162113116,0.732268170088627,0.875338819359994,NC,NS
FAM8A1,-0.0520160278758334,0.713459418194613,0.863542267721552,NC,NS
FAM91A1,-0.800073543970975,0.0836013666167106,0.290601555523901,NC,NS
FAR1,-0.51294247739521,0.0256831283084866,0.147166984763008,DN,NS
FARP1,-0.231135420131579,0.0971639563610415,0.314626144407182,NC,NS
FAXC,0.0376175333411519,0.903524004161753,0.964853010807658,NC,NS
FBRSL1,-0.833329631304793,0.0211530284007227,0.134365904347306,DN,NS
FBXL19,-0.0627683864836778,0.91889052875327,0.96740086374367,NC,NS
FBXL20,-0.199015966240042,0.33569755202941,0.597283624869989,NC,NS
FBXL5,-0.072921350848846,0.823226226825817,0.91905793226353,NC,NS
FBXO10,0.384212806447372,0.151288638457931,0.395677977505357,NC,NS
FBXO11,-1.10745970114001,0.0156017970855529,0.113165034860543,DN,NS
FBXO21,0.460204268559306,0.532015517054244,0.748053928479491,NC,NS
FBXO30,-0.351950247335116,0.342648841834326,0.60421708252147,NC,NS
FBXO31,0.261721065930225,0.489998709121607,0.715115486954135,NC,NS
FBXO45,0.159237904319395,0.389047134492694,0.63897200080404,NC,NS
FBXW7,-0.49210283499605,0.428888587152919,0.66629883908076,NC,NS
FDFT1,0.0465302329087964,0.771336595675148,0.891749430767491,NC,NS
FGF11,0.208859910820077,0.523180090722829,0.741171795190675,NC,NS
FGF13,-0.568198895357026,0.0105161793269389,0.088467734153784,DN,NS
FGF14,-0.265327209257744,0.356941976189074,0.615492819704221,NC,NS
FHOD3,-0.0703107109313361,0.795884558407262,0.906033645459455,NC,NS
FKBP1A,0.0683003799920373,0.713538368361349,0.863542267721552,NC,NS
FKBP1B,-1.34140908637406,0.000434627080811663,0.0112589110457878,DN,Shortened in Neurites
FKBP2,-0.432234092430241,0.114057522557726,0.34352221676199,NC,NS
FKBP3,-0.372999838077229,0.423749920574431,0.665767252076716,NC,NS
FKRP,0.495535644229799,0.150272588568523,0.393967653885669,NC,NS
FLCN,0.638527647673422,0.140061850861829,0.380492618570962,NC,NS
FLOT2,-0.323227301525633,0.452098456229242,0.683171000524188,NC,NS
FLVCR1,-1.75306088446752,0.00066558131001447,0.014797265480705,DN,Shortened in Neurites
FMNL2,-0.630074438322639,0.168371217512946,0.419674420742463,NC,NS
FMR1,0.340228188307329,0.187505869257132,0.450296957289914,NC,NS
FNBP1L,-0.387348383735755,0.0221125826450872,0.136695965442357,DN,NS
FNDC4,-0.247854990051714,0.646700516750298,0.826803950909899,NC,NS
FOCAD,-0.27928064832148,0.511042728747585,0.73111701364546,NC,NS
FOXK2,0.249567505575754,0.468435560096876,0.696736965563448,NC,NS
FOXN3,-0.760400496053945,0.00362636282953227,0.0457582456278334,DN,Shortened in Neurites
FOXO3,-0.238052897585158,0.1067178602025,0.333202858551765,NC,NS
FRMD4A,-0.00396944646815522,0.985651284912768,0.99094718484478,NC,NS
FRS2,-0.210041833776211,0.336289857938401,0.597662171264706,NC,NS
FRY,-0.259445047976147,0.118457042447447,0.350220821148973,NC,NS
FSD1L,-0.111796161534648,0.822212172381378,0.919044356429055,NC,NS
FTH1,0.410763300692067,0.0177426581135509,0.120709835475019,UP,NS
FTL,-0.532122173877519,0.372242977879647,0.628394662425223,NC,NS
FUBP1,0.198820591247231,0.449720383744259,0.681470442219713,NC,NS
FUNDC2,-0.875472437939216,0.0234978482569455,0.139774252210901,DN,NS
FXYD6,-0.164188672354153,0.440459479510837,0.676734219513018,NC,NS
FYN,-0.289914054470808,0.449187194703006,0.681470442219713,NC,NS
FYTTD1,-0.381335061872694,0.0490336582487873,0.212121750197537,DN,NS
G3BP2,0.352933351379054,0.0629647906267581,0.242927986531606,NC,NS
G6PC3,-0.731799992692629,0.0903287029340542,0.306160837359037,NC,NS
GABARAP,0.44153276837792,0.07199873497318,0.267055212942465,NC,NS
GABARAPL1,0.154622465340018,0.379884323775009,0.631978813864236,NC,NS
GABARAPL2,0.143022301509042,0.225500778816734,0.483700216980468,NC,NS
GABRB3,0.110245303228536,0.291767511774754,0.55594229914349,NC,NS
GADD45GIP1,-0.184134693568647,0.451319686318788,0.682539612879782,NC,NS
GALK2,0.217729714565667,0.57568492310925,0.781378246815424,NC,NS
GALNT1,0.0652827634463595,0.89941948309081,0.963515637322443,NC,NS
GAN,-0.89397359658671,0.0497374237138974,0.212629929275915,DN,NS
GAP43,0.204268388344839,0.318802590053981,0.58375008489539,NC,NS
GAREM2,0.145325070451176,0.104808491850723,0.330921394604307,NC,NS
GATAD2A,-0.274029722226187,0.336757078270055,0.597702612002968,NC,NS
GATAD2B,-0.136805488679998,0.455155397737116,0.685885142296375,NC,NS
GCFC2,-0.437150691091114,0.184539673781259,0.445680721584927,NC,NS
GDAP1,-0.370751079915207,0.301441591743576,0.567635298392235,NC,NS
GDAP2,-2.76190338364846,0.000573716776801992,0.01349159653306,DN,Shortened in Neurites
GDE1,-0.404993947560427,0.330219277706652,0.592977158686775,NC,NS
GDF11,-0.518590046162624,0.143028035951041,0.386619883514864,NC,NS
GDI2,-0.300361808223506,0.0211248778849185,0.134365904347306,DN,NS
GFM1,-1.87622407154444,0.000604992282125013,0.0138575074305687,DN,Shortened in Neurites
GFPT1,-0.208429760243488,0.12531081646852,0.362169762450694,NC,NS
GGPS1,-1.00332167781137,0.0188744110822612,0.124456722772729,DN,NS
GHITM,-0.637500769282074,0.0151596588086558,0.110792814282837,DN,NS
GID8,-0.045428813197039,0.906070191630155,0.965055671555173,NC,NS
GINS2,-0.917513829406471,0.0348476361807455,0.17575336892872,DN,NS
GLCCI1,0.113371345389446,0.429739846916284,0.666985668252378,NC,NS
GLO1,-0.324487713375563,0.26041583039679,0.519876006370106,NC,NS
GLOD4,-0.011574845857258,0.972871758525949,0.986012550792951,NC,NS
GLRX3,-1.20452928365488,0.00630459361758602,0.0641065220180709,DN,NS
GLRX5,-0.375118469071217,0.262682168284618,0.522515033324939,NC,NS
GLUD1,-1.35873950699248,0.0168144551325611,0.117647120155797,DN,NS
GMPR2,-1.31022203469673,0.0132495716161179,0.102016005432623,DN,NS
GNAI1,0.112062709117664,0.700183508815975,0.855474068042426,NC,NS
GNAI3,-0.146044095041695,0.307929778229653,0.572479582064974,NC,NS
GNAO1,0.0860893917914434,0.352059096610956,0.610909564773079,NC,NS
GNAQ,-0.0688245116939365,0.421148990862787,0.664072611679293,NC,NS
GNAS,-0.100569113550549,0.583816589139456,0.78761184493906,NC,NS
GNAZ,-0.401926969429268,0.0330718100807812,0.171870509258852,DN,NS
GNB1,-0.198967047727215,0.345369908663453,0.606068484880381,NC,NS
GNB4,-0.167502140655279,0.219050148070416,0.480981959839784,NC,NS
GNG2,-0.174226557497232,0.0160907839785146,0.11496293720701,DN,NS
GNG4,-0.60120906049512,0.026052740235091,0.148017657314773,DN,NS
GNL2,-0.513087228720585,0.021657897201623,0.135036058196939,DN,NS
GNPTAB,-0.196919372230421,0.582542754248532,0.787337287729692,NC,NS
GOLGA7,-0.249125652696481,0.374103054489682,0.630068302298412,NC,NS
GOLM1,-0.428346735951859,0.187364560300739,0.450296957289914,NC,NS
GOLT1B,-0.267880989415147,0.439156211928041,0.676294350428463,NC,NS
GON4L,0.212089255023144,0.428639258396909,0.66629883908076,NC,NS
GORASP1,-0.61836940811017,0.00687485924517912,0.0676909217986867,DN,NS
GOSR1,-0.0452540451875978,0.863893839584247,0.947974278837782,NC,NS
GOT1,0.56722234606838,0.235737645129259,0.493710409818352,NC,NS
GOT2,0.102491044115516,0.570024096817956,0.777175710949795,NC,NS
GPAT4,0.332664025900369,0.320290833435091,0.584364926314833,NC,NS
GPATCH4,-0.0512557487762937,0.898898052591997,0.963515637322443,NC,NS
GPATCH8,-0.204930210274755,0.657359122677636,0.831635727294497,NC,NS
GPI,0.0322440957371946,0.940375814444008,0.974872688056294,NC,NS
GPM6A,-0.0707528341830752,0.87031631904505,0.950159755482482,NC,NS
GPN1,-0.105420040048391,0.783849756714369,0.900558115422633,NC,NS
GPR135,0.147047098873224,0.456121846202896,0.686865838987891,NC,NS
GPR155,-0.369145341694109,0.161364746635997,0.409242061398519,NC,NS
GPR173,0.428308970314923,0.024918039295855,0.144977683175884,UP,NS
GPR26,0.590054926423577,0.0458179551563922,0.204219692618397,UP,NS
GPRIN1,0.323921807682832,0.331827084434944,0.593795835304637,NC,NS
GPRIN2,-0.119056914179103,0.744610845862267,0.881062099291078,NC,NS
GPRIN3,-0.26979923344749,0.161172574707498,0.409231648265479,NC,NS
GPS2,-0.500918931572488,0.145717567539379,0.390506647944941,NC,NS
GPSM2,-0.250196314198007,0.405416837772676,0.650580412236978,NC,NS
GPT2,0.366677771787313,0.492665282380636,0.716310664335987,NC,NS
GRB10,-0.186405666683062,0.470361490079368,0.696736965563448,NC,NS
GRB2,-0.0612910939744527,0.858430369985465,0.944837878142828,NC,NS
GRIA2,0.144836643187435,0.711498519471892,0.863480634897287,NC,NS
GRIA4,0.337005802299622,0.0265207205601322,0.149505409167999,UP,NS
GRIN2B,0.159806917914694,0.425438564557756,0.665767252076716,NC,NS
GRIN3A,0.0486291270264284,0.717297657112323,0.864252326620384,NC,NS
GRIP1,-0.346294478387377,0.0950527276622088,0.310097054562169,NC,NS
GRK3,-0.59582264244677,0.00091991998647945,0.0178727311658865,DN,Shortened in Neurites
GRSF1,0.262626528901481,0.504554653797074,0.725326941588291,NC,NS
GSE1,0.156105658365502,0.270117474901697,0.530962624558349,NC,NS
GSK3B,-0.140012266511728,0.646367342071112,0.826803950909899,NC,NS
GSPT1,-0.168727300216545,0.250579027342426,0.509689832818393,NC,NS
GTDC1,-0.910473705211961,0.0809351589043591,0.286364366137787,NC,NS
GTF2A1,-0.496536036280894,0.0398236055443392,0.188568838884881,DN,NS
GTF2F1,-1.33325982497976,0.0236047895402434,0.139774252210901,DN,NS
GTF2F2,-0.216899760173522,0.646025268589232,0.826803950909899,NC,NS
GTPBP1,0.750649659815041,0.0722914902515456,0.267055212942465,NC,NS
GTPBP10,-0.424134012608541,0.294796784179624,0.557889973747373,NC,NS
GYG1,-1.18516952654029,0.00769035183809958,0.0731039465775304,DN,NS
H1F0,-0.0980819402689453,0.64885231811838,0.827522134183631,NC,NS
H3F3A,-0.0863843568487722,0.449388015384147,0.681470442219713,NC,NS
H3F3B,-0.233169825231009,0.448197993518089,0.681470442219713,NC,NS
HARS,0.18023626495086,0.643423204259592,0.824551762349159,NC,NS
HBS1L,0.239760680547124,0.56126533441473,0.770058869915796,NC,NS
HCFC1R1,-1.29669656435906,0.034767983406008,0.17575336892872,DN,NS
HCN4,0.116248596354232,0.420328687857324,0.663342149471177,NC,NS
HDDC2,0.0189209068902283,0.965806639309537,0.981595164473401,NC,NS
HDGF,-0.675258861528695,0.0242772457305246,0.142008835240918,DN,NS
HDGFL3,-0.486945966395907,0.0203784648882139,0.132368774915682,DN,NS
HDHD2,0.0100381705891058,0.955105345246863,0.978815643073234,NC,NS
HEATR1,-0.347348542060936,0.228281137347165,0.485097416862725,NC,NS
HIF1A,-0.0333712541492621,0.869075803162085,0.950159755482482,NC,NS
HIGD1A,-0.111781481850792,0.535551528262121,0.749909990668196,NC,NS
HINT1,-2.12261218438596,6.431846489015e-05,0.00368307841055175,DN,Shortened in Neurites
HIP1,-0.387777632270773,0.109126021520058,0.334919919361983,NC,NS
HIPK1,-0.143333067645724,0.731302390402568,0.874829027771296,NC,NS
HIPK2,-0.241611684328452,0.149238271837749,0.392595702194965,NC,NS
HIST1H2BD,0.199265540134058,0.195305123951261,0.456516704742015,NC,NS
HIST1H4H,-1.25053691527406,0.0330945511854131,0.171870509258852,DN,NS
HK1,-0.500515884163353,0.0587558102127426,0.232882774176554,NC,NS
HMBOX1,0.118927022718249,0.573339316802935,0.779741470851992,NC,NS
HMG20A,-0.0984464878805178,0.637323185838552,0.822547599279175,NC,NS
HMGA1,0.0145716134905522,0.955989294914318,0.978815643073234,NC,NS
HMGB1,0.313844983272453,0.0171927283176104,0.119144512162803,UP,NS
HMGN1,-0.395964347800266,0.00806298577533656,0.0749788762697964,DN,NS
HMGN2,-0.314090106775859,0.571433288716517,0.777968013863869,NC,NS
HNRNPA0,-0.0729275287144902,0.785712336772588,0.901860924679734,NC,NS
HNRNPA3,-0.378857245859316,0.0124709315617684,0.0975001552545246,DN,NS
HNRNPC,-0.0496947839945494,0.861228746044759,0.945526615233802,NC,NS
HNRNPD,-0.688453929814727,0.0390347246051734,0.187091543482064,DN,NS
HNRNPDL,-0.486383135630344,0.000980716283405743,0.0184801368514511,DN,Shortened in Neurites
HNRNPH1,-0.167696526992971,0.635272115331535,0.820874182281129,NC,NS
HNRNPK,-0.398550195114466,0.233913426803179,0.490834731652573,NC,NS
HNRNPL,0.316251270464807,0.424636770166817,0.665767252076716,NC,NS
HNRNPR,-0.425193046731527,0.343735309544906,0.605152130719834,NC,NS
HNRNPU,1.06890103942198,0.00681242967564722,0.0673811226100379,UP,NS
HOMER1,-0.29246901635169,0.191940010369915,0.453840432206085,NC,NS
HOMER2,-1.55273049930854,0.000165803658199024,0.00632962737265045,DN,Shortened in Neurites
HOOK3,-1.55800175907434,7.09682024269529e-05,0.00386067021202624,DN,Shortened in Neurites
HP1BP3,-1.4375518267102,0.00202098877149088,0.0311891600479727,DN,Shortened in Neurites
HPCAL4,0.174142002195638,0.76197054595594,0.888557292604569,NC,NS
HRK,0.330318615032214,0.0202509259182741,0.132368774915682,UP,NS
HS2ST1,-0.13628346391726,0.706871637704122,0.860901230034356,NC,NS
HS6ST3,0.153570069268929,0.613032917023466,0.809462588805149,NC,NS
HSBP1,-0.506668068801698,0.00492144499319353,0.054708771864013,DN,NS
HSD17B12,-0.422217649132923,0.137861881873317,0.378294394648596,NC,NS
HSDL1,-0.218112321120159,0.158257745939336,0.404532502676482,NC,NS
HSP90AB1,0.0216092599426736,0.935115660311423,0.973751347751658,NC,NS
HSPA12A,-0.15445999738221,0.0895312133948331,0.304882504455644,NC,NS
HSPA13,-0.198377113975629,0.202005382225353,0.465267120087083,NC,NS
HSPA4,-0.0927027382722758,0.698246946924492,0.855454683694376,NC,NS
HSPA9,-0.552021530545533,0.00513893784330361,0.0553247733121353,DN,NS
HTRA2,-0.154706858321966,0.745304823167687,0.881403964789612,NC,NS
HYOU1,-0.54965240599678,0.165790034417523,0.415142824962635,NC,NS
IARS2,-0.730049974819552,0.0159058876538558,0.114593944175551,DN,NS
ICA1L,-1.28009834962866,0.0456048009179712,0.203770116627321,DN,NS
ICMT,-0.190980943458843,0.435689247219179,0.67378542928425,NC,NS
ID4,-0.440504451134384,0.0664833160726936,0.252260946909058,NC,NS
IDH1,-0.576589683753042,0.224332273380658,0.483700216980468,NC,NS
IDH3A,-0.765300845267278,0.0546746243719185,0.226613300253894,NC,NS
IDS,0.147681920052324,0.109405909181209,0.335055207064112,NC,NS
IGBP1,0.042686356565762,0.949607549809141,0.977342610417755,NC,NS
IGF2BP1,-0.851455457425236,0.0232656876814275,0.139082792293369,DN,NS
IGF2BP2,0.0845678518684633,0.74910920254839,0.882709806179602,NC,NS
IGF2BP3,-0.722044453901094,0.0443204572823812,0.199214228961494,DN,NS
IGFBPL1,0.619963602147211,0.0914808838757438,0.306779371972677,NC,NS
IGLON5,-0.261976416806873,0.407223736661371,0.652143403844,NC,NS
IL17RD,-0.168583365285963,0.589201834294304,0.790933492550528,NC,NS
IL6ST,-0.291891266475377,0.265711944683654,0.526104814951439,NC,NS
ILF3,-1.04222769734137,0.0597994444101169,0.234386683173592,NC,NS
IMMT,-0.091162651307122,0.796110445826507,0.906033645459455,NC,NS
IMPAD1,0.551879256849245,0.14804606528274,0.390918079425135,NC,NS
INA,0.0735019217894372,0.425882135989768,0.665767252076716,NC,NS
INIP,-0.0307339776008611,0.907526880309673,0.965634078171106,NC,NS
INPP5A,0.339007075382387,0.328385526535777,0.591528895481664,NC,NS
INSIG1,-0.324648207178989,0.49963623701861,0.720960511772212,NC,NS
INSIG2,-0.358310700139856,0.210670015539361,0.470671244109127,NC,NS
INTS6,-1.99222890717973,0.00996348836030099,0.086376695904442,DN,NS
IPO7,-0.0780974874685708,0.870057305041523,0.950159755482482,NC,NS
IQSEC1,-0.420093984327081,0.316064689675341,0.582128365217399,NC,NS
IREB2,-0.0849225929452802,0.586532615183018,0.78904248748508,NC,NS
IRGQ,0.215675367591526,0.476594381098963,0.702735243203456,NC,NS
IRS2,-0.122356305147163,0.602747676701417,0.804156311773319,NC,NS
ISCA1,-0.50228395624938,0.0482509392846454,0.209819898861996,DN,NS
ISCU,-0.903560911275933,0.0938122183645584,0.309765382642305,NC,NS
ISYNA1,-0.596564718945043,0.091251881679078,0.306779371972677,NC,NS
ITFG1,-0.548574969350477,0.0173947065589571,0.119947833439348,DN,NS
ITGB1,-0.276554249497965,0.249328283553906,0.508681025494682,NC,NS
ITM2B,-0.265831506901399,0.253207004835528,0.512125757708134,NC,NS
ITPRIPL2,0.316250256700632,0.286279511703702,0.548245107130308,NC,NS
JAK1,-0.495432944666074,0.0788310597022911,0.281668942384541,NC,NS
JAKMIP2,0.223767486284854,0.27562179975792,0.537895099796623,NC,NS
JAM3,-0.447182803111958,0.0206162622953458,0.133514841531763,DN,NS
JAZF1,-0.421560442369587,0.166959342645373,0.416632488069187,NC,NS
JOSD1,0.856452601682251,0.0341274832707887,0.173463878749686,UP,NS
JPH3,-0.473320136527099,0.159989614788967,0.406702572173824,NC,NS
JPH4,-0.103922258292187,0.204475576912146,0.467703720230928,NC,NS
JPT1,-0.115830831140983,0.309948755932268,0.574833663231467,NC,NS
JPT2,0.0216189086183249,0.936764304793443,0.973751347751658,NC,NS
JUND,0.315696155659157,0.250628732130368,0.509689832818393,NC,NS
KANSL1L,0.734191415244157,0.0657837952313154,0.250254437803046,NC,NS
KANSL3,-0.53999547792683,0.00743397809697579,0.0715767094646873,DN,NS
KARS,0.365899464463437,0.310135441467713,0.574833663231467,NC,NS
KCNB1,-1.07821148211204,0.000152889742949512,0.00604887419378432,DN,Shortened in Neurites
KCNJ9,0.827245368085064,0.0464312391054283,0.206192604680433,UP,NS
KCNMA1,-0.227021528286956,0.359892195126166,0.616149029578708,NC,NS
KCNMB4,-0.476376917943574,0.199875279058052,0.462690007691831,NC,NS
KCNQ2,-0.366743232803592,0.131869637619163,0.371044113835954,NC,NS
KCNS2,1.06440100037353,0.00649030186430092,0.0650824739940959,UP,NS
KCTD10,-0.30865852304673,0.444995546347999,0.679102152218966,NC,NS
KCTD12,-0.226729515185424,0.222682808924694,0.483700216980468,NC,NS
KCTD13,-0.468805337960079,0.030344862942338,0.163553740434277,DN,NS
KCTD16,0.117110756386232,0.666261904483374,0.837058836117681,NC,NS
KCTD17,-0.410374635388263,0.470302806513471,0.696736965563448,NC,NS
KCTD2,-0.0219681149152446,0.937835347406467,0.973939248727404,NC,NS
KCTD7,-0.637395401899235,0.230558499287824,0.487082810145928,NC,NS
KDELR1,-0.167125265291791,0.583929873506999,0.78761184493906,NC,NS
KDELR2,0.0328225881786509,0.905376239806003,0.964853010807658,NC,NS
KDM2A,-0.250985594217352,0.359078045972956,0.615657898470548,NC,NS
KDM5B,-0.731175499449885,0.117337298792985,0.348805959253463,NC,NS
KHDRBS1,-0.475806455248334,0.0593220960398377,0.234386683173592,NC,NS
KHSRP,0.0991229205599128,0.621772402648551,0.813575915912956,NC,NS
KIAA0141,-0.00489948098894866,0.981195418203363,0.988718944950901,NC,NS
KIAA0368,-0.29941696029959,0.413197272172588,0.658211760064094,NC,NS
KIAA0930,0.0270882590897486,0.904177905270695,0.964853010807658,NC,NS
KIAA1191,0.174539008184054,0.293034756756583,0.557243874236314,NC,NS
KIAA1324L,0.175407617093751,0.505664832614088,0.725809152881435,NC,NS
KIAA1456,0.611953379982063,0.380427797179859,0.632399455052233,NC,NS
KIAA1549,0.094988538435339,0.664651842290432,0.836407006668791,NC,NS
KIAA1549L,-0.101238264226698,0.769135936441112,0.890233934944606,NC,NS
KIF1A,0.0082455399955233,0.946780206401094,0.977094855333915,NC,NS
KIF1B,-0.130376096643116,0.272689011573722,0.534087569022879,NC,NS
KIF1C,-0.439510774414038,0.145756885964348,0.390506647944941,NC,NS
KIF21A,-0.236545158594114,0.53145893561553,0.74805264396579,NC,NS
KIF21B,0.192713014029957,0.385004388822737,0.635636987919784,NC,NS
KIF26B,0.388711895477075,0.188717911535083,0.450742835003982,NC,NS
KIF3B,0.0254455877002702,0.686027625227757,0.846736308846057,NC,NS
KIF3C,0.0542607107130114,0.749397340052419,0.882709806179602,NC,NS
KIF5A,0.444942516282258,0.0477339884087127,0.208992271181808,UP,NS
KIF5B,-0.0682414172695767,0.7302288517626,0.874506318896762,NC,NS
KIF5C,0.791523842579715,0.0009936470641635,0.0184801368514511,UP,Lengthened in Neurites
KITLG,-0.439864220265292,0.356127400510538,0.615492819704221,NC,NS
KLF12,0.279875533876939,0.146081071427933,0.390506647944941,NC,NS
KLF7,-0.157217984703309,0.0854764523086519,0.295771860622086,NC,NS
KLHL18,-0.227376622327936,0.41403134072072,0.658960945134183,NC,NS
KLHL24,0.087848858246686,0.766672820122649,0.890233934944606,NC,NS
KLHL8,0.297970609600965,0.0303656760732758,0.163553740434277,UP,NS
KMT2A,-0.284754063073373,0.159439411311203,0.405925703978956,NC,NS
KMT2C,-0.276569453202267,0.432248852037666,0.670401640793985,NC,NS
KMT5B,0.171567533151754,0.699614709904595,0.855454683694376,NC,NS
KPNA3,-0.548023554448131,0.00246042177351037,0.0356925185277238,DN,Shortened in Neurites
KPNA4,-0.338633659894083,0.153892940694559,0.398272661197325,NC,NS
KPNB1,-0.0233058231872874,0.858273949032216,0.944837878142828,NC,NS
L1CAM,0.201326351986588,0.626391997582716,0.815696580933567,NC,NS
