Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,SYMBOL,Significance,text_label,plot_color,plot_layer,down_rank,up_rank
ENSG00000000003,83.4824012909166,-0.180035770854212,0.134018703710932,0.0796932954214217,0.220211769977541,TSPAN6,NS,,#c4c4c4,bottom,,
ENSG00000000419,152.256931844904,-0.0469067185121016,0.0958784076077917,0.570302723007469,0.748252880347349,DPM1,NS,,#c4c4c4,bottom,,
ENSG00000000457,108.66944973731,-0.0198894991679351,0.107958575008804,0.821829874028468,0.909512480537818,SCYL3,NS,,#c4c4c4,bottom,,
ENSG00000000460,24.9506785974303,-0.126691200866477,0.178838864015532,0.222207363418125,0.428415923274793,C1orf112,NS,,#c4c4c4,bottom,,
ENSG00000001036,38.8752107367439,0.348222154918265,0.202595570851938,0.0124994676556833,0.0577532071703026,FUCA2,NS,,#c4c4c4,bottom,,
ENSG00000001084,83.3220045334067,-0.113164069876847,0.124914735525367,0.241784297407424,0.451863404429866,GCLC,NS,,#c4c4c4,bottom,,
ENSG00000001167,434.166987943724,0.262563695054081,0.0820712179668676,0.000473898511467281,0.00429325111422297,NFYA,NS,,#c4c4c4,bottom,,
ENSG00000001460,35.727399336043,0.180118645306712,0.206392614953811,0.112974618118966,0.278582790213178,STPG1,NS,,#c4c4c4,bottom,,
ENSG00000001461,219.709795617973,0.221979652466074,0.126382618522824,0.0290769687289913,0.107422394482448,NIPAL3,NS,,#c4c4c4,bottom,,
ENSG00000001497,271.847596494599,0.0641851181468205,0.0812927593290805,0.382687163983191,0.594304215505433,LAS1L,NS,,#c4c4c4,bottom,,
ENSG00000001561,42.7969989688878,0.219213866288215,0.179460419950159,0.0647960840702925,0.189850468619794,ENPP4,NS,,#c4c4c4,bottom,,
ENSG00000001617,160.636471727182,0.256427481100654,0.124063593211033,0.0115163228516336,0.0541091234492459,SEMA3F,NS,,#c4c4c4,bottom,,
ENSG00000001626,15.6033604382509,0.0563993779729251,0.168523790075314,0.520077808008153,0.708278742571701,CFTR,NS,,#c4c4c4,bottom,,
ENSG00000001629,1140.64675077835,0.312324393577024,0.0759458861270012,1.03294573879516e-05,0.000176314886086457,ANKIB1,NS,,#c4c4c4,bottom,,
ENSG00000001630,124.334325354899,0.0388903127369172,0.0995513756522622,0.648301412089033,0.805323395260824,CYP51A1,NS,,#c4c4c4,bottom,,
ENSG00000001631,104.077363938866,-0.220832589830591,0.126370535171637,0.0295331136508298,0.108558499119112,KRIT1,NS,,#c4c4c4,bottom,,
ENSG00000002016,109.187308051174,-0.0680988679331631,0.107429091211479,0.443495841500538,0.645613859948882,RAD52,NS,,#c4c4c4,bottom,,
ENSG00000002079,8.19303977875239,0.0619149379552352,0.183227533831972,0.415886616424975,0.62301250947956,ENSG00000002079,NS,,#c4c4c4,bottom,,
ENSG00000002330,209.196355503327,0.0707416681991434,0.125549859271654,0.459105523723948,0.658494504244871,BAD,NS,,#c4c4c4,bottom,,
ENSG00000002549,87.5592531359681,0.0445189088128348,0.11935324173608,0.634043152186824,0.796044372419934,LAP3,NS,,#c4c4c4,bottom,,
ENSG00000002586,10.5213022791373,-0.0318266921492107,0.170725598007454,0.68623808854771,0.829399131793996,CD99,NS,,#c4c4c4,bottom,,
ENSG00000002746,2121.75633559574,0.0434304939126596,0.0547307149267318,0.40747322023059,0.615763707421504,HECW1,NS,,#c4c4c4,bottom,,
ENSG00000002822,19.8829876483806,-0.0600817761184343,0.162257728310067,0.514280101227068,0.703883420662386,MAD1L1,NS,,#c4c4c4,bottom,,
ENSG00000002834,1050.28890551478,0.250992406156814,0.0618386627939023,1.88630311322881e-05,0.000291081809638214,LASP1,NS,,#c4c4c4,bottom,,
ENSG00000002919,109.902112305915,-0.325186891275217,0.153857355620224,0.00649451602328526,0.0351063935226462,SNX11,NS,,#c4c4c4,bottom,,
ENSG00000003056,191.625220654872,0.0600821616026683,0.0949837252083978,0.464973641763524,0.66316719063661,M6PR,NS,,#c4c4c4,bottom,,
ENSG00000003096,102.588743868815,-0.340465800662886,0.14423354346338,0.00338814120257946,0.0211945641335982,KLHL13,NS,,#2e47ff,top,,
ENSG00000003147,123.589717361654,-0.405267926115599,0.125658708707028,0.000198889203525247,0.00212204974911599,ICA1,NS,,#c4c4c4,bottom,,
ENSG00000003249,682.425583703703,0.141900583909706,0.0961780086742972,0.0885972188973904,0.236687659949259,DBNDD1,NS,,#c4c4c4,bottom,,
ENSG00000003393,637.758146735284,-0.0354937248786922,0.0693536378632649,0.582251922019697,0.757467621002247,ALS2,NS,,#c4c4c4,bottom,,
ENSG00000003402,388.848988749008,-0.113288532673859,0.0851603585892278,0.136283163052998,0.314107555019317,CFLAR,NS,,#c4c4c4,bottom,,
ENSG00000003509,129.23620309744,-0.102438987201216,0.10258734753018,0.237008401895249,0.446798016300713,NDUFAF7,NS,,#c4c4c4,bottom,,
ENSG00000003756,873.062975509223,-0.344454913417392,0.0751336271485308,9.93200554947681e-07,2.22644574529832e-05,RBM5,NS,,#c4c4c4,bottom,,
ENSG00000003987,345.209450940651,-0.119113110684013,0.0768443534486894,0.0888053883727919,0.237090481049556,MTMR7,NS,,#c4c4c4,bottom,,
ENSG00000004059,447.048507728366,-0.138689023042488,0.123579709161176,0.149921903319813,0.334793753528194,ARF5,NS,,#c4c4c4,bottom,,
ENSG00000004139,409.661267102494,0.229061306949848,0.10119719129269,0.00895126582566459,0.0448088514384164,SARM1,NS,,#c4c4c4,bottom,,
ENSG00000004142,369.737836968678,0.0937166433304452,0.0963235582376835,0.25890887245474,0.470426257683623,POLDIP2,NS,,#c4c4c4,bottom,,
ENSG00000004399,30.6853772911014,0.0162323995086378,0.150531943140843,0.86283588294086,0.932784484968304,PLXND1,NS,,#c4c4c4,bottom,,
ENSG00000004455,282.846703323639,-0.133092321773592,0.0818790027960189,0.0709960322404402,0.202170312731468,AK2,NS,,#c4c4c4,bottom,,
ENSG00000004478,829.204966529679,-0.104388791282989,0.0686428680828298,0.1010558528861,0.258538981478887,FKBP4,NS,,#c4c4c4,bottom,,
ENSG00000004487,3830.71990604767,0.0166896571827035,0.0680926319653275,0.793474620381236,0.893015542840464,KDM1A,NS,,#c4c4c4,bottom,,
