Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,SYMBOL,Significance,text_label,plot_color,plot_layer,down_rank,up_rank
ENSG00000119912,519.886983129971,-0.0104827580580715,0.0646865664093442,0.862690672139983,0.942033877615518,IDE,NS,,#c4c4c4,bottom,,
ENSG00000119917,87.9122717293116,0.596461193875191,0.143532850376257,3.00768087629279e-06,4.19701443762191e-05,IFIT3,NS,,#c4c4c4,bottom,,
ENSG00000119922,26.9548276330421,0.521340385327764,0.276025317101638,0.00433554311295413,0.0238697729204679,IFIT2,NS,,#c4c4c4,bottom,,
ENSG00000119927,600.994812456921,6.72255840386791e-05,0.0588586919471501,0.999618672495062,0.999886719131667,GPAM,NS,,#c4c4c4,bottom,,
ENSG00000119929,155.142516720988,0.0539467221640799,0.0956647833429383,0.512823697239921,0.732386336822825,CUTC,NS,,#c4c4c4,bottom,,
ENSG00000119938,17.3821373281565,0.0354083533988176,0.163260796069237,0.684799799544353,0.845690153502633,PPP1R3C,NS,,#c4c4c4,bottom,,
ENSG00000119946,143.666371630845,-0.664594509669064,0.113289397826059,3.96272274343961e-10,1.07411643091362e-08,CNNM1,NS,,#c4c4c4,bottom,,
ENSG00000119950,682.437313271869,-0.083177638999915,0.0563900117001528,0.120443118768911,0.305000240045928,MXI1,NS,,#c4c4c4,bottom,,
ENSG00000119953,530.378420478082,0.0684277909546536,0.0670578723798313,0.274779583807927,0.516734653652941,SMNDC1,NS,,#c4c4c4,bottom,,
ENSG00000119965,275.596184738669,-0.127309924515594,0.0860169887055551,0.0957947147002534,0.259345547366938,C10orf88,NS,,#c4c4c4,bottom,,
ENSG00000119969,637.236861196756,-0.182819854198929,0.0606897970393387,0.00142485025398883,0.00942368778281787,HELLS,NS,,#c4c4c4,bottom,,
ENSG00000119977,305.312704093203,0.0417764110199946,0.0734822562887578,0.533726436268726,0.747455074853849,TCTN3,NS,,#c4c4c4,bottom,,
ENSG00000119979,519.245985562562,-0.0846988670451591,0.0666016266485713,0.173025022998188,0.387191018599983,DENND10,NS,,#c4c4c4,bottom,,
ENSG00000119986,34.2434859947634,-0.3118116065961,0.230308708287245,0.0266341409949713,0.101430490453558,AVPI1,NS,,#c4c4c4,bottom,,
ENSG00000120008,1009.06765443972,0.184659934067481,0.0520855551892946,0.000226049024880074,0.0019775790466095,WDR11,NS,,#c4c4c4,bottom,,
ENSG00000120029,848.812444735168,0.172431103371352,0.0616841631865666,0.00302713879765064,0.0177513617794268,ARMH3,NS,,#c4c4c4,bottom,,
