"","PG.ProteinGroups","PG.Genes","[1] HN1.raw.PG.MS2Channel1","[2] HN2.raw.PG.MS2Channel1","[3] HN3.raw.PG.MS2Channel1","[4] HN4.raw.PG.MS2Channel1","[1] HN1.raw.PG.MS2Channel3","[2] HN2.raw.PG.MS2Channel3","[3] HN3.raw.PG.MS2Channel3","[4] HN4.raw.PG.MS2Channel3","logFC","AveExpr","t","P.Value","adj.P.Val","B","Group"
"1366","Q86UR5","RIMS1",9918.925781,8278.163086,8439.219727,7256.007324,761.5875244,848.9400024,778.0811768,899.6731567,3.35828516765052,11.3607590878359,21.693471763511,1.11888057587332e-07,5.24137394217673e-07,7.63677836972362,"UP"
"1367","P62854","RPS26",1272.078613,383.6340332,1676.029785,946.6299438,NA,NA,NA,NA,9.87533024433173,4.93766512216586,21.684123920241,1.1222163705447e-07,5.25315475868e-07,7.63497236236537,"UP"
"1368","Q9UDY2","TJP2",336.0543213,569.9085693,1426.831055,766.7467041,NA,NA,NA,NA,9.40451234814639,4.7022561740732,21.5946158531852,1.15473859471022e-07,5.40144171604581e-07,7.61760448621186,"UP"
"1369","O43837","IDH3B",4685.42627,5466.271973,4716.864258,4871.918945,108.0622635,76.47993469,138.9862671,113.7162552,5.51238501547886,9.51014914340436,21.5847738081816,1.1583798186069e-07,5.41451604036929e-07,7.6156864583534,"UP"
"1370","Q9UHP3","USP25",259.5544739,787.5410767,655.0928955,999.0169067,NA,NA,NA,NA,9.24301207022316,4.62150603511158,21.5781511675302,1.16083734533963e-07,5.42204246191846e-07,7.61439490143599,"UP"
"1371","Q8IXS6","PALM2",4092.208252,3728.627197,3979.639648,4850.416016,185.6979218,136.2896271,163.1293335,163.5232544,4.67508223479051,9.67916058551867,21.5548262887943,1.16954022562352e-07,5.45870744257105e-07,7.6098400844426,"UP"
"1372","Q5T7P8","SYT6",9561.567383,8116.378418,8077.202148,8202.019531,402.3961487,519.5250854,522.9093628,350.7397461,4.25508073927195,10.920394212906,21.5042077328559,1.18868412162847e-07,5.54401581217242e-07,7.59992337628294,"UP"
"1373","Q5SYC1","CLVS2",480.415802,384.2997742,816.2055664,1507.504517,NA,NA,NA,NA,9.43360893490232,4.71680446745116,21.4931293518823,1.1929214952038e-07,5.55972661894326e-07,7.59774713256897,"UP"
"1374","Q9NRZ5","AGPAT4",8283.308594,8076.196777,7917.984863,6808.339355,430.1174011,602.5593872,423.0166016,435.3957825,4.04836106525484,10.8958703318328,21.4825673688968,1.19697740684587e-07,5.57456945153326e-07,7.59567036157254,"UP"
"1375","P24386","CHM",638.5314941,275.5421143,906.5400391,324.1877136,NA,NA,NA,NA,8.90079335338446,4.45039667669223,21.4548202843119,1.2077077518539e-07,5.62045229390044e-07,7.59020536318289,"UP"
"1376","Q14183","DOC2A",2770.481689,2360.749512,2749.619141,1939.438843,72.94494629,73.65822601,70.94638062,82.67665863,5.00089435470434,8.74700030576656,21.4447625146873,1.21162435990554e-07,5.6345815981363e-07,7.58822112249325,"UP"
"1377","Q5GLZ8","HERC4",6399.873535,4422.987305,6033.34082,6524.068359,109.0619507,109.1091156,116.406517,69.61949921,5.8509042317521,9.57103348098801,21.4203202478469,1.2212030027828e-07,5.67500218940243e-07,7.58339173969698,"UP"
"1378","O95169","NDUFB8",6533.452637,7443.449219,5567.975098,5727.035156,108.731041,54.53141403,75.05863953,98.48935699,6.25106254936018,9.49017393392983,21.3536795333564,1.24776070339199e-07,5.79000778898138e-07,7.5701718703828,"UP"
"1379","P28074","PSMB5",16695.81641,16568.51953,17233.2793,19253.46094,510.8609314,808.9956665,731.4094238,983.8751831,4.55693648601662,11.8088887668641,21.3553454648096,1.24708881594391e-07,5.79000778898138e-07,7.57050329424067,"UP"
"1380","O95299","NDUFA10",28153.64453,27417.09375,28896.36328,31425.82422,1532.6875,1031.045532,1595.615234,873.2006836,4.56889591765968,12.5361233103595,21.336658395178,1.2546492244704e-07,5.81775390390296e-07,7.56678286671288,"UP"
"1381","Q9H300","PARL",4632.830078,4526.732422,4675.863281,4431.632813,259.3371277,284.2494202,283.172699,213.4483337,4.13810206049805,10.0879079934678,21.2916164584134,1.2730881797851e-07,5.89897991487681e-07,7.55779024906405,"UP"
"1382","P07741","APRT",27329.82031,31388.93945,29623.53906,31156.74805,2762.239258,4212.443359,4033.802734,3786.2229,3.02998209205588,13.3495250034532,21.2823454142637,1.27692175340856e-07,5.91246186690403e-07,7.5559348586023,"UP"
"1383","P00966","ASS1",115916.9297,112787.1797,108586.4297,119840.8047,546.1265259,222.3883209,661.1984253,226.524765,8.27628242052894,12.6631762571101,21.2706260296839,1.28178657671825e-07,5.9306958094144e-07,7.55358731983143,"UP"
"1384","Q8IWR0","ZC3H7A",219.4719696,304.0618896,434.2390747,774.3933105,NA,NA,NA,NA,8.60046458439678,4.30023229219839,21.2301391302682,1.29875651267904e-07,6.00487205537078e-07,7.54545861813608,"UP"
"1385","Q6VY07","PACS1",20133.11523,21915.04102,22526.76367,21930.71289,114.6500549,133.8320465,143.1759949,48.76584244,7.71494712713578,10.5418267864847,21.150623955088,1.33283656583173e-07,6.1579936352038e-07,7.52940937446312,"UP"
"1386","Q9NZ53","PODXL2",576.4053345,1909.555908,1988.885498,3141.51709,NA,NA,NA,NA,10.6623479909061,5.33117399545306,21.067976667934,1.3693448909861e-07,6.32210530838388e-07,7.51260811359566,"UP"
"1387","Q03426","MVK",10417.70703,11268.73438,9883.74707,11067.87695,220.9185638,238.9853973,126.3622208,262.3464661,5.69449071351967,10.5308206655735,21.0637357572109,1.37124881026185e-07,6.32633102874231e-07,7.51174266954772,"UP"
"1388","P19623","SRM",43413.47266,37987.875,37536.59766,47336.60547,196.7969513,383.6558838,118.7300034,142.9995117,7.7642659126115,11.4543484488659,21.0610980866881,1.37243449237628e-07,6.327239421265e-07,7.51120423551207,"UP"
"1389","Q9BRF8","CPPED1",729.9451294,2572.782715,2716.093018,4253.48291,NA,NA,NA,NA,11.0764775425407,5.53823877127037,21.0563795987035,1.37455845973026e-07,6.33246910281782e-07,7.51024072580973,"UP"
"1390","Q96N67","DOCK7",11776.14648,11578.79102,11973.12012,11869.7793,821.5474243,1136.796265,795.1672974,673.2714233,3.80892200633221,11.6219847616165,21.0071702641604,1.39693436348315e-07,6.43092301577601e-07,7.50016822805058,"UP"
"1391","Q6UX07","DHRS13",2590.693359,574.7957764,1033.466553,2306.772949,NA,NA,NA,NA,10.4240123935429,5.21200619677148,20.962990867936,1.41737769419466e-07,6.52034497854179e-07,7.49108783012724,"UP"
"1392","Q9P0L0","VAPA",19473.62305,27487.69922,26778.23047,30522.58203,714.2553711,408.1119385,319.9358215,456.9150696,5.8196446621788,11.7407582543477,20.9225701274401,1.43638122410806e-07,6.60301972203123e-07,7.48274876539111,"UP"
"1393","O75170","PPP6R2",6116.859375,5505.521973,6254.147461,5472.257813,192.5687714,269.7085571,176.6515045,260.4008179,4.71360603337546,10.1518842749662,20.8926613716961,1.45062981121669e-07,6.66373306674487e-07,7.4765591196379,"UP"
"1394","O60762","DPM1",16215.22266,16706.60742,18742.82422,20468.0332,26.52365875,70.18389893,24.25305176,64.99074554,8.72249842642905,9.77091347759258,20.8405469808411,1.47584423809104e-07,6.77469675720557e-07,7.46573465576793,"UP"
"1395","Q96DV4","MRPL38",15086.42188,14856.22363,15056.23438,13284.43652,1351.18396,1980.627319,1508.650513,1874.130859,3.13233567056233,12.2627478657316,20.7905069928038,1.50052656869785e-07,6.88306058286562e-07,7.45529378411026,"UP"
"1396","P63167","DYNLL1",9959.638672,14629.56543,14071.68848,16233.25684,1088.854004,1110.484497,1189.272705,1156.704224,3.5709414504219,11.9360504034177,20.7827225445608,1.50440843842492e-07,6.89592378043057e-07,7.45366537508137,"UP"
"1397","Q9Y266","NUDC",9609.697266,11156.65723,11514.17188,12188.0918,280.3022461,158.8768768,127.6158447,209.8760834,5.88918806335421,10.4905867796246,20.7713663808148,1.51009198077412e-07,6.91702117750436e-07,7.45128778456218,"UP"
"1398","Q12931","TRAP1",41584.10938,38882.07813,41682.65625,48253.91406,126.9927368,189.7863617,205.4724579,59.1403656,8.3301042584464,11.2090020389999,20.743077653884,1.5243567736242e-07,6.97736694879919e-07,7.44535463925634,"UP"
"1399","Q16720","ATP2B3",7344.934082,9260.201172,7049.891113,10968.63867,133.1001282,79.54434967,59.96936035,72.0331955,6.67629021773594,9.71798791930937,20.7064110754171,1.54307549565461e-07,7.05799863952386e-07,7.43764209156861,"UP"
"1400","Q7LBR1","CHMP1B",3891.142822,1293.092651,4156.004883,910.9856567,NA,NA,NA,NA,11.0295675457178,5.51478377285892,20.6340562094399,1.58078808736428e-07,7.22533069360289e-07,7.42234863810922,"UP"
"1401","Q9BV10","ALG12",1077.548828,1217.185303,307.7904358,1168.414551,NA,NA,NA,NA,9.69686216396475,4.84843108198238,20.6257780946059,1.58516942893679e-07,7.24018499340937e-07,7.42059261506485,"UP"
"1402","P43007","SLC1A4",11074.96777,10079.90625,11269.53027,8633.899414,563.6136475,415.8952332,512.828064,334.4902344,4.50769604820418,11.063830548566,20.6104937563465,1.59329539364553e-07,7.26692603274253e-07,7.41734696206369,"UP"
"1403","Q5IJ48","CRB2",269.1997681,526.9265747,1202.574219,603.2086792,NA,NA,NA,NA,9.14852214936466,4.57426107468233,20.6118668878487,1.59256342449267e-07,7.26692603274253e-07,7.41763872975232,"UP"
"1404","Q02127","DHODH",7848.271484,7370.383789,8150.65625,7093.80957,106.4424438,137.6246796,62.19258499,126.8243484,6.18233144487367,9.80170641473317,20.5684180858296,1.6159116470249e-07,7.36482808355579e-07,7.40838921278931,"UP"
"1405","Q8NE86","MCU",20570.28516,14894.96484,13054.51563,11357.40234,286.6938171,213.8372955,384.542511,335.8338928,5.60817292006885,11.0296191342998,20.5327013149219,1.63539760621963e-07,7.44833400868287e-07,7.40075877741205,"UP"
"1406","P12235","SLC25A4",139054.3438,130910.625,134576.4844,141273.8281,234.4002533,612.3451538,721.9955444,230.9466095,8.4336841205806,12.8405968878729,20.4923182789756,1.65775298064294e-07,7.54478045742118e-07,7.39210204747699,"UP"
"1407","Q9NP81","SARS2",14507.2002,14783.91211,14653.47949,18504.73828,860.340271,538.4013672,530.5789185,443.4781189,4.7538486627653,11.5458652092707,20.4735139274949,1.66828157522481e-07,7.58730191887957e-07,7.38806035605405,"UP"
"1408","Q6P1N0","CC2D1A",6906.839355,6991.425781,7149.029785,7638.383789,445.9841003,505.46875,312.3231812,397.3909607,4.12765306931662,10.743316022985,20.4708231320715,1.66979438690436e-07,7.58878855241549e-07,7.38748145641773,"UP"
"1409","P29401","TKT",77868.95313,88051.15625,76323,90089.10156,89.17132568,84.88726807,19.55426979,26.97818565,10.8168035180504,10.9300432394956,20.4199789338586,1.69867612614423e-07,7.71456957501557e-07,7.37651653328597,"UP"
"1410","P32856","STX2",134037.1719,123924.9375,113239.2344,115421.6484,78.88627625,171.9242706,266.8132935,372.2566223,9.29850420447494,12.2399971392844,20.4140214830439,1.70209736723005e-07,7.72462486021638e-07,7.37522849285754,"UP"
"1411","Q14197","MRPL58",11956.69238,12680.24512,15621.49707,13386.94629,2722.598145,2481.82666,2313.754395,2710.316406,2.38638937936333,12.5108164760664,20.3391167666732,1.74579126924105e-07,7.91730569232704e-07,7.35897473367532,"UP"
"1412","Q13740","ALCAM",24611.70313,22716.76563,23477.1875,24644.9707,136.1196899,113.1627426,341.6286316,174.3097076,7.08956060238315,10.996906303876,20.3117284967002,1.76208597155025e-07,7.9855440027975e-07,7.35300434991552,"UP"
"1413","Q96FE5","LINGO1",39633.75,37585.11719,34834.91797,37789.87109,444.8320618,240.2449341,675.4588623,555.4818115,6.38241703037985,12.0003986436042,20.3042935620899,1.76653929407585e-07,8.00006011520973e-07,7.35138106808524,"UP"
"1414","P08238","HSP90AB1",849370.25,920199.0625,976444.375,1038240.063,157.323288,389.09021,570.5709229,1101.112183,11.0528189706745,14.321218918378,20.2813607140963,1.78035652950856e-07,8.05693170602919e-07,7.3463672635301,"UP"
"1415","P22695","UQCRC2",44651.98047,48255.44141,49570.50391,55092.22266,31.68172455,13.3913641,57.46806335,71.37270355,10.3568047741261,10.4095259646449,20.2486514285071,1.80027801242939e-07,8.14132791627962e-07,7.33919812835361,"UP"
"1416","P00403","MT-CO2",293974.3438,293648.4688,281686.3125,305699.9375,404.5228271,214.6811981,76.04949188,367.6199036,10.3611170063186,12.9830834083234,20.2199742287877,1.81795317153786e-07,8.21545363324209e-07,7.33289535796387,"UP"
"1417","P15586","GNS",10022.02832,7861.20459,9139.114258,10267.99902,131.6454163,78.80936432,134.0147247,189.4221191,6.17395152866736,10.0919626006391,20.2150230768873,1.82102480576156e-07,8.22352698099378e-07,7.33180552973738,"UP"
"1418","Q9NRW1","RAB6B",41727.76563,34869.52734,35141.87109,40561.42969,438.5287781,530.7010498,744.9943237,1109.211182,5.8383378747158,12.2926500822844,20.1094585107286,1.88794578154691e-07,8.51972147822193e-07,7.30845302655585,"UP"
"1419","Q5BJD5","TMEM41B",676.3126221,236.7583923,609.6020508,234.9478149,NA,NA,NA,NA,8.60836078801741,4.30418039400871,20.0772139883132,1.90894283276474e-07,8.60840393718221e-07,7.30127560958591,"UP"
"1420","Q8IYT8","ULK2",506.7951355,304.2769165,410.896698,145.5572205,NA,NA,NA,NA,8.28088411161174,4.14044205580587,20.069251578785,1.91416873916805e-07,8.62589138164533e-07,7.29950001138964,"UP"
"1421","Q8IWE5","PLEKHM2",308.5113831,901.6143188,1270.684814,1348.876465,NA,NA,NA,NA,9.7007379028912,4.8503689514456,20.0524438504226,1.92525369725107e-07,8.66973850014751e-07,7.29574773384567,"UP"
"1422","P25325","MPST",10990.24805,12067.25977,10640.75488,11982.18066,266.9282227,431.9431458,305.5600586,518.8746948,4.95084669503627,11.0018689911076,19.990320503997,1.9668652827635e-07,8.85089377243576e-07,7.28182931152614,"UP"
"1423","Q53HC0","CCDC92",7577.486816,6835.794434,7052.21582,7451.220703,373.3146667,322.8685303,442.6531372,532.4421997,4.13361745808593,10.7517709183011,19.988087857948,1.96837974486869e-07,8.85148417949035e-07,7.2813276417618,"UP"
"1424","P11172","UMPS",9787.338867,8680.833008,10387.06348,11582.62305,150.3526459,53.50004578,88.10713959,88.14025116,6.80441011912239,9.89356252670466,19.9795962195983,1.97415200791977e-07,8.87120695131924e-07,7.27941866694908,"UP"
"1425","P29373","CRABP2",11467.37109,12155.35254,13958.67773,14299.11621,1573.594849,1713.321899,1350.552612,1177.000977,3.16519967405592,12.0742783973882,19.9458211760218,1.99730280250268e-07,8.96894079523836e-07,7.27181128431085,"UP"
"1426","O15240","VGF",5932.958008,5828.596191,5358.734375,6269.048828,532.1889038,375.9312439,489.1946106,471.6829224,3.65189143115194,10.6855957821298,19.9400088898332,2.0013179347911e-07,8.98066862884167e-07,7.27049979648297,"UP"
"1427","P43034","PAFAH1B1",70944.61719,71489.28906,67310.86719,79644.5,197.9849091,297.3189392,261.2030029,73.71424866,8.61117130580612,11.834355370434,19.9191156299249,2.01582724020135e-07,9.03943833920702e-07,7.26577972401457,"UP"
"1428","O75964","ATP5MG",165750.5938,175381.7344,178927.8281,164844.6719,NA,NA,NA,10.14127159,16.5151878067391,9.1270544024937,19.9157787868491,2.01815560210416e-07,9.04354180522727e-07,7.26502505810722,"UP"
"1429","O14924","RGS12",4448.487793,5309.072754,5166.806641,5484.140625,286.3628845,397.680542,303.1705627,303.195282,3.98679468212474,10.3192498424339,19.9132141310095,2.01994723697729e-07,9.04523608776603e-07,7.26444487626622,"UP"
"1430","Q9Y5W9","SNX11",561.5707397,390.6094055,295.9917603,1268.741211,NA,NA,NA,NA,9.06844004507388,4.53422002253694,19.8943396490387,2.03318865170978e-07,9.0981637638398e-07,7.26017090159999,"UP"
"1431","P20337","RAB3B",33684.66016,27458.26953,25558.07617,27178.44336,589.6362915,491.9776611,377.6163025,223.6378326,6.15726861216644,11.7105229288327,19.8662036188027,2.05311174558735e-07,9.18089591894722e-07,7.25378613477892,"UP"
"1432","Q96MX0","CMTM3",6540.095215,971.0776978,2864.28833,1615.569214,NA,NA,NA,NA,11.1858571230836,5.59292856154178,19.787085481253,2.11033947523659e-07,9.43021110477582e-07,7.23574466439213,"UP"
"1433","Q9BQ69","MACROD1",9087.46582,10273.1582,11013.09375,7004.381348,276.3061218,252.1463776,150.4301605,194.670578,5.43097730016496,10.453977520913,19.7389201739082,2.1460687495617e-07,9.58317789842658e-07,7.22469778046799,"UP"
"1434","Q8TCC3","MRPL30",4971.293457,3089.76416,2513.023682,726.8895874,NA,NA,NA,NA,11.1692004821661,5.58460024108307,19.7239607995695,2.15730575538625e-07,9.62663844401439e-07,7.22125693859749,"UP"
"1435","Q9UJS0","SLC25A13",65651.79688,66617.4375,69110.07813,78226.21094,65.14044952,43.25915146,191.7376862,153.3589783,9.49555242983562,11.3417775406041,19.6910041750718,2.1822993260959e-07,9.72460542318082e-07,7.2136599637005,"UP"
"1436","Q9UQ80","PA2G4",5991.563477,6950.508301,8476.717773,9130.957031,586.6940308,521.0615845,564.9243164,494.413208,3.79857125197692,10.9802734927631,19.691904805468,2.18161193353277e-07,9.72460542318082e-07,7.21386787489097,"UP"
"1437","O14681","EI24",15216.33301,10691.27344,11001.09961,17288.46094,387.0891113,611.1287231,402.9455261,390.7294006,4.91278487624319,11.2388089241314,19.6869344093741,2.18540859536288e-07,9.73015410060758e-07,7.2127202427263,"UP"
"1438","Q9Y6R0","NUMBL",6462.82373,6016.851563,6763.227051,6045.472656,834.6782227,721.3359375,648.4834595,636.520813,3.15899622176347,11.0451999797137,19.6853954646781,2.18658565348862e-07,9.73015410060758e-07,7.21236480510604,"UP"
"1439","P49588","AARS1",69852.07031,71910.875,73058.69531,81562.99219,118.7300262,456.1568604,277.3979492,139.3057251,8.42619742734033,11.961504086627,19.6831713286465,2.18828805647733e-07,9.73096266393221e-07,7.21185102638283,"UP"
"1440","Q86YH6","PDSS2",1194.822266,1000.40918,317.4598999,394.0700684,NA,NA,NA,NA,9.28313394577281,4.64156697288641,19.6481906225997,2.2152629336127e-07,9.84407466124144e-07,7.2037567281728,"UP"
"1441","P83111","LACTB",5836.712891,6966.435059,6356.487793,6415.967773,119.5869827,172.6858521,156.3837891,82.75242615,5.62976188954961,9.82499819825008,19.6003810150869,2.25274630463699e-07,1.00036943812436e-06,7.19265209979757,"UP"
"1442","O95671","ASMTL",22992.0918,23792.88281,23286.23047,23969.16602,549.9699707,582.4020996,324.7122803,243.9634552,5.87634150047981,11.5826841701277,19.5434355772117,2.29833980606544e-07,1.01985213586464e-06,7.17936217134635,"UP"
"1443","Q14315","FLNC",52550.09375,53949.53516,53304.39453,52163.51172,340.4285583,257.6759338,287.6335754,827.2955322,7.11900467632065,12.1338871058131,19.5416242733593,2.29980720745848e-07,1.01985213586464e-06,7.17893831459001,"UP"
"1444","P43243","MATR3",450.7557068,209.2170868,312.8279419,130.89505,NA,NA,NA,NA,7.96805293870425,3.98402646935212,19.4402210738069,2.38368801069649e-07,1.05631714546031e-06,7.15509706015043,"UP"
"1445","Q9Y4F1","FARP1",7081.697266,6406.569824,5836.316406,8365.041992,464.336853,451.3106384,448.5860291,331.6529541,4.02585865905272,10.7313366259448,19.4125900043805,2.40714570500875e-07,1.06597407379591e-06,7.14856219656793,"UP"
"1446","O75489","NDUFS3",76066.59375,79957.78125,72555,58678.10547,41.55150604,53.02363205,79.78791809,217.4156189,9.80391822117843,11.2203733319398,19.378930102994,2.43607818786912e-07,1.07804040969395e-06,7.14057911658601,"UP"
"1447","Q92542","NCSTN",10833.06445,7264.05127,10805.94434,8084.87207,577.1940308,496.6231384,388.0061951,481.7806091,4.23942750448634,11.0330119785806,19.3419088720676,2.46835893465322e-07,1.0915707548615e-06,7.13177035217336,"UP"
"1448","Q9BYV8","CEP41",7406.48877,10084.24707,11053.65918,11343.05469,245.2955322,121.8365784,145.613739,214.5345764,5.80606206151358,10.3611548004883,19.3267124563856,2.48175050781453e-07,1.09673491018682e-06,7.12814587945872,"UP"
"1449","Q9ULU8","CADPS",22746.17773,23431.41992,24303.6582,27279.57227,276.0892639,121.664917,181.0293121,371.1979675,6.79835264031598,11.1743611258013,19.3133065641341,2.49363304046936e-07,1.10122552284082e-06,7.12494426410819,"UP"
"1450","P53992","SEC24C",9246.307617,9987.958984,9658.040039,9432.208984,158.9656525,56.43079758,114.4773483,111.6182327,6.51749989220462,9.96678337817744,19.295590163526,2.50943593344605e-07,1.10683259958752e-06,7.12070716021072,"UP"
"1451","Q9BUF5","TUBB6",1575277.75,1713407.375,1485391.875,1295471,184.0045013,51.71702194,13.70746994,121.2576294,14.5098003647166,13.2708680326152,19.2951955889334,2.5097891889381e-07,1.10683259958752e-06,7.12061271418928,"UP"
"1452","Q9UQ03","CORO2B",41468.01563,42269.10938,48557.70703,45041.80078,195.1036987,210.0368042,58.84428787,196.9049072,8.21622968578392,11.3252720847536,19.2822055761172,2.52145064246723e-07,1.11120954966583e-06,7.11750149226884,"UP"
"1453","Q86TW2","ADCK1",1825.500366,1474.883301,2610.567383,1728.735474,27.19898415,41.32704544,43.23220825,42.55108643,5.5841309624086,8.07525081535189,19.278401872384,2.52487700893509e-07,1.11195374949591e-06,7.11658976927364,"UP"
"1454","Q9H6Z4","RANBP3",938.7792358,273.5107422,1298.805542,1077.427734,NA,NA,NA,NA,9.59892268885543,4.79946134442772,19.2621248205247,2.53959944403288e-07,1.11766828351901e-06,7.11268466636369,"UP"
"1455","O60229","KALRN",35353.76953,32707.05078,34408.55078,37833.37109,225.3583527,245.2195892,74.02820587,218.5284576,7.65275372395895,11.2698498079479,19.2500494603146,2.55058476070908e-07,1.1217314009469e-06,7.10978383570121,"UP"
"1456","P14406","COX7A2",119101.8828,103503.125,109357.3906,133716.2188,409.1920166,487.1112671,437.8285522,122.9077377,8.48671243993721,12.5788206965555,19.231804545049,2.56728566806507e-07,1.12830089216678e-06,7.10539479929157,"UP"
"1457","Q9NVS9","PNPO",7726.351563,8908.65332,8568.991211,6915.916016,127.0918427,257.2733154,184.4704895,239.3404388,5.35003302838095,10.2894592697823,19.2056656682227,2.59143029696307e-07,1.13813057448639e-06,7.09909393221036,"UP"
"1458","Q5VSL9","STRIP1",13747.3584,13562.93555,15812.46973,13461.45313,134.0054016,143.3033752,52.01966476,65.98300171,7.27399166801533,10.147999164461,19.2029641086714,2.59394047569799e-07,1.13845165322301e-06,7.0984418478886,"UP"
"1459","Q9NZN5","ARHGEF12",10701.66016,9845.749023,10388.66992,8833.857422,2375.701172,1994.07019,2284.19043,2136.689209,2.17651580900401,12.1874838237933,19.1943694822166,2.60194471485482e-07,1.14118192120329e-06,7.09636625647268,"UP"
"1460","Q9BRP1","PDCD2L",8766.5625,7514.98877,9150.316406,8970.560547,122.3731308,73.5990448,77.76631927,176.013443,6.33235559017312,9.89997573059219,19.144042783632,2.64938362674991e-07,1.16119217997073e-06,7.08417941589629,"UP"
"1461","Q9Y4C2","TCAF1",19623.25781,17839.52344,20267.67383,22553.49805,192.0192719,180.0717926,474.9500427,219.9023132,6.3440905685983,11.1157828235056,19.1268475964179,2.66581765646902e-07,1.16759528978407e-06,7.0800025617207,"UP"
"1462","P35580","MYH10",159527.9844,141813.2344,191721.8594,184651.5469,298.5438232,458.0431213,463.755188,103.6959229,9.20018014475774,12.7599645118441,19.1220714881101,2.67040295620553e-07,1.16880359211759e-06,7.07884123060833,"UP"
"1463","A7MBM2","DISP2",8964.375977,7781.476074,8566.744141,7566.506836,222.5782318,443.4706726,283.0439758,280.9501038,4.77915425838942,10.6120388537501,19.1199298364125,2.67246196804182e-07,1.16890527228295e-06,7.07832031287055,"UP"
"1464","P06576","ATP5F1B",640534.1875,684120.9375,735056.75,690301.375,786.020813,381.4445801,96.94080353,339.4147034,11.0832066813739,13.8476914756758,19.0987825522991,2.69289074567952e-07,1.17623261990466e-06,7.07317109772326,"UP"
"1465","P56556","NDUFA6",10514.25293,45938.18359,15210.5498,17014.49414,16.85026741,35.14338303,22.33896637,22.99273491,9.58308664530128,9.40722529840056,19.0997140363414,2.69198716914372e-07,1.17623261990466e-06,7.07339811892549,"UP"
"1466","P61586","RHOA",20949.49219,25055.74414,28935.22852,23173.0625,339.3497009,191.6087799,255.7997742,107.7886353,6.87953315920408,11.1323385435071,19.0276937261658,2.76288139632759e-07,1.20598076774217e-06,7.05578766233903,"UP"
"1467","P52564","MAP2K6",9904.540039,8951.533203,9301.048828,10285.52539,394.4564209,181.277771,256.618103,317.5708313,5.11299270570391,10.6719789194186,19.0094071478496,2.78121943311167e-07,1.21315767910576e-06,7.05129754960421,"UP"
"1468","P35241","RDX",200154.7188,206755.7813,199176.9063,222559.5625,128.4108429,211.2385712,62.24671555,426.8582764,10.2916523467394,12.5131425716559,18.9068839126122,2.88663816759188e-07,1.25828321760357e-06,7.02598281977922,"UP"
"1469","Q8IYD1","GSPT2",5890.585449,7419.725098,5713.958984,7150.638184,714.0026855,734.9655151,613.880249,600.9276733,3.29086572952257,11.0211596644517,18.904531343232,2.88911011012714e-07,1.25850344415953e-06,7.02539910791751,"UP"
"1470","Q7Z3U7","MON2",6115.686035,6104.441406,5681.549805,6060.439453,366.7616272,381.2138367,235.3690796,369.6855774,4.16809220080436,10.4639993573344,18.8797136248933,2.91533471019709e-07,1.26906304833681e-06,7.01923366437456,"UP"
"1471","P51784","USP11",2739.189941,2651.068848,3036.925293,2616.63623,100.1613159,104.1384277,126.6918259,72.53437805,4.7855881963559,9.03617647193487,18.8316749156698,2.96687175148891e-07,1.29061946551853e-06,7.00725909906336,"UP"
"1472","Q96EL2","MRPS24",4783.523926,4078.798096,4545.012695,5889.946289,374.1252441,373.2897949,314.7757568,358.6344299,3.7501817505748,10.3481869715064,18.8095887154986,2.99091443666996e-07,1.30019439403879e-06,7.00173577073425,"UP"
"1473","Q9BQ61","TRIR",226.4923553,765.9750977,682.3178101,1143.278442,NA,NA,NA,NA,9.24733638449393,4.62366819224697,18.7911168109244,3.01119337864359e-07,1.30812127833947e-06,6.99710760900984,"UP"
"1474","Q8WVD5","RNF141",1442.701416,2318.854004,380.1580811,1466.347778,NA,NA,NA,NA,10.1921539414689,5.09607697073447,18.7756834997333,3.0282567599688e-07,1.31464145230939e-06,6.99323468279041,"UP"
"1475","O00571","DDX3X",9719.935547,9805.041016,9019.912109,10791.95117,1006.328186,1158.954712,1420.322632,1425.480835,2.98394001622437,11.7688284694287,18.752703024458,3.05386917733148e-07,1.32365145515618e-06,6.98745753313395,"UP"
"1476","Q13613","MTMR1",5251.077148,3899.324463,4094.552734,4073.693115,121.0610962,197.1060181,185.8188477,164.9182281,4.69973891153008,9.72022278656103,18.754788833407,3.0515343162507e-07,1.32365145515618e-06,6.98798240152924,"UP"
"1477","Q6PGP7","TTC37",8518.24707,6492.325684,7791.295898,7031.988281,113.0633011,97.46585846,220.4110565,111.080658,5.84369684625783,9.93540330613728,18.7515000192486,3.05521675147004e-07,1.32365145515618e-06,6.98715476529681,"UP"
"1478","Q9UQL6","HDAC5",311.0484314,1469.433838,1499.13562,1249.486206,NA,NA,NA,NA,9.91170073805135,4.95585036902568,18.7377482879222,3.07066935038471e-07,1.32944608749065e-06,6.98369137600815,"UP"
"1479","Q96PE3","INPP4A",11335.49805,13170.49219,13282.00293,13288.59766,249.5351715,469.3528137,242.1182861,450.2603149,5.23983064110813,11.0173652115209,18.6863979204489,3.1291639384537e-07,1.35385531049123e-06,6.97071953070378,"UP"
"1480","O15211","RGL2",5014.913086,5271.771973,5416.837891,4859.547852,346.7966309,198.2759552,264.5188904,267.013031,4.27687331103374,10.1883251588248,18.677387387618,3.13955860343337e-07,1.35651826491358e-06,6.96843694474513,"UP"
