"","PG.ProteinGroups","PG.Genes","[1] HN1.raw.PG.MS2Channel1","[2] HN2.raw.PG.MS2Channel1","[3] HN3.raw.PG.MS2Channel1","[4] HN4.raw.PG.MS2Channel1","[1] HN1.raw.PG.MS2Channel3","[2] HN2.raw.PG.MS2Channel3","[3] HN3.raw.PG.MS2Channel3","[4] HN4.raw.PG.MS2Channel3","logFC","AveExpr","t","P.Value","adj.P.Val","B","Group"
"2416","Q96RY7","IFT140",1954.910645,1605.619995,1900.022705,1922.583008,NA,NA,NA,27.34404564,9.64015109998805,6.02631899712075,8.54647403499604,5.97196007235892e-05,0.000158172899433049,2.46950308868903,"UP"
"2417","P34913","EPHX2",3842.286865,1992.182739,2058.122314,3187.116943,474.5247498,466.3985901,456.6941223,304.7084351,2.66478679258825,10.0464280706491,8.54260651154111,5.98942901514908e-05,0.000158569947322875,2.4666244105546,"UP"
"2418","Q13310","PABPC4",10176.88867,8685.746094,9587.117188,10047.98145,27.26732063,NA,NA,23.14922142,10.8761440818116,7.79181404283061,8.53982293896447,6.00203770570458e-05,0.000158838044990917,2.46455168478394,"UP"
"2419","Q9NRK6","ABCB10",4595.983887,3482.117676,3746.684326,2937.639404,14.52984905,23.30615807,16.91550636,NA,8.65049823856484,7.50608881547515,8.5387445783238,6.00693039904036e-05,0.000158901809108967,2.4637485150124,"UP"
"2420","Q9BW83","IFT27",12393.50781,12045.11328,12768.03809,14011.5957,NA,NA,NA,66.78812408,12.1213829161603,7.58143161860988,8.53472952587448,6.02518703512129e-05,0.000159318891891492,2.46075713373992,"UP"
"2421","Q16572","SLC18A3",36097.36719,39946.41016,36330.82422,41816.16406,NA,NA,NA,109.9360352,13.5331574613154,8.46497479567072,8.53372130253593,6.02978132736957e-05,0.000159374517611887,2.46000573125549,"UP"
"2422","Q6PCB6","ABHD17C",1078.913818,2193.753906,1790.064819,2102.303955,98.79117584,205.9000702,246.3638916,145.6915131,3.38520600800196,9.06279384778282,8.51501635261593,6.11573915962e-05,0.000161579747656517,2.44604835485504,"UP"
"2423","Q9BR76","CORO1B",67164.59375,67876.875,61894.81641,66491.35938,119.5583496,45.82713318,NA,15.43388844,11.8807703071919,10.0657507903651,8.51377722397904,6.12148228758238e-05,0.000161664734454146,2.44512258899963,"UP"
"2424","O43488","AKR7A2",16412.4043,16527.67773,18498.74023,18646.83398,NA,NA,77.72575378,NA,12.5196111625891,7.83449652148689,8.51241041007495,6.12782428843819e-05,0.000161765460485627,2.4441012629288,"UP"
"2425","Q15120","PDK3",7510.431152,8131.65332,8040.45459,8459.214844,NA,NA,NA,54.89573669,11.51985887755,7.21109602480801,8.50373590819417,6.16824753378238e-05,0.000162765426674942,2.43761536096524,"UP"
"2426","P53634","CTSC",1876.644043,4593.764648,3005.369873,2069.990967,12.88082504,16.64888954,NA,NA,9.4184671363343,6.69336529889481,8.50162359659299,6.17813652411231e-05,0.000162853680538389,2.43603493291555,"UP"
"2427","Q8IYR6","TMEFF1",20881.71875,12337.2334,14043.30078,12081.61523,51.11216354,19.19992828,NA,23.93803215,10.1497775573698,8.74491433740758,8.50139090041354,6.17922700964538e-05,0.000162853680538389,2.43586080465901,"UP"
"2428","Q9H9B4","SFXN1",62139.80469,55822.86328,55844.30859,54351.60938,108.5101929,NA,14.50018215,NA,13.115480796602,9.24002405133066,8.50143852188893,6.17900382311892e-05,0.000162853680538389,2.43589644056772,"UP"
"2429","O75439","PMPCB",10985.98242,11173.48047,10912.45996,11029.95508,NA,45.25576782,26.68354797,14.82635212,9.85193589428399,8.50266173995168,8.49846721671478,6.19294685181547e-05,0.00016306310099495,2.43367256172598,"UP"
"2430","O94906","PRPF6",166.3608246,3977.323975,1815.182251,166.1442566,NA,NA,NA,NA,9.38910158620385,4.69455079310192,8.49879253951189,6.19141852169266e-05,0.00016306310099495,2.43391609019573,"UP"
"2431","P09211","GSTP1",197101.3594,189495,204242.2813,180673.4219,204.0817413,15.73769855,NA,NA,14.6195676829142,10.246054968127,8.4980690623474,6.19481791715461e-05,0.00016306310099495,2.43337449997794,"UP"
"2432","P55145","MANF",2540.453613,8729.339844,2704.847412,6791.187012,NA,34.77152634,NA,NA,10.8435114364217,6.71194066148083,8.49609025080065,6.20412652760122e-05,0.000163240977179771,2.43189292605498,"UP"
"2433","P11169","SLC2A3",44103.29688,49275.08203,47101.47656,68576.88281,NA,NA,NA,127.0442734,13.901425911605,8.70083768621418,8.48662777692101,6.24885859054125e-05,0.000164350374520647,2.42480315312608,"UP"
"2434","P50453","SERPINB9",13736.99023,13789.48145,12830.38867,12866.34375,356.9993591,184.1225891,29.62296104,277.6137695,6.43031747988923,10.4838624810817,8.47084870776101,6.32426477182033e-05,0.000166265284613304,2.41296209895562,"UP"
"2435","Q96DE0","NUDT16",6284.333496,6638.623535,7424.908691,8190.021484,111.6074295,205.6796722,33.6384697,13.76023388,6.91712024261233,9.33464958658776,8.46855904477014,6.33529203846646e-05,0.000166486791598139,2.41124194091148,"UP"
"2436","Q8WUH2","TGFBRAP1",5576.939941,5166.116699,6330.508789,5548.884766,NA,NA,NA,47.50862503,11.0617666934671,6.93092569223762,8.45991063762403,6.37714031924681e-05,0.000167517737696471,2.40474021942931,"UP"
"2437","Q16740","CLPP",4465.26123,3365.23291,3463.091797,3952.854248,NA,18.97821617,NA,17.37384987,9.75728467957375,7.0086268167901,8.45645693716135,6.39393950274082e-05,0.000167890106188094,2.40214183257448,"UP"
"2438","P63098","PPP3R1",3892.360107,3570.050537,3876.598633,3405.362549,40.6430397,43.5399971,125.0029373,272.1109314,5.3640517779764,9.16394834886269,8.4555602770992,6.39830913567051e-05,0.00016793593174387,2.40146704899858,"UP"
"2439","Q5VWZ2","LYPLAL1",6926.783203,7952.123535,7541.231934,7916.57666,66.9093399,51.45222855,151.344986,491.3745422,5.88845552789557,9.94254797333833,8.4495096047801,6.42788389658835e-05,0.000168643005552558,2.39691163294601,"UP"
"2440","P23634","ATP2B4",2710.371338,4886.62793,4131.129883,4018.046875,184.2744598,610.632019,399.2490845,359.1867371,3.42940936202502,10.1965536493601,8.44327383748755,6.45852522459837e-05,0.00016937747095166,2.39221327214899,"UP"
"2441","Q8IXI2","RHOT1",58628.05859,50546.86719,50402.07031,49977.44922,96.22623444,NA,13.69046783,54.31467056,11.6063152375835,9.8705757275474,8.44070349798323,6.4712034087171e-05,0.000169640436756988,2.39027557910596,"UP"
