PG.ProteinGroups,PG.Genes,[1] HN1.raw.PG.MS2Channel1,[2] HN2.raw.PG.MS2Channel1,[3] HN3.raw.PG.MS2Channel1,[4] HN4.raw.PG.MS2Channel1,[5] HS1.raw.PG.MS2Channel1,[6] HS3.raw.PG.MS2Channel1,[7] HS4.raw.PG.MS2Channel1,[8] LN1.raw.PG.MS2Channel1,[9] LN2.raw.PG.MS2Channel1,[10] LN3.raw.PG.MS2Channel1,[11] LN4.raw.PG.MS2Channel1,[12] LS1.raw.PG.MS2Channel1,[13] LS2.raw.PG.MS2Channel1,[14] LS3.raw.PG.MS2Channel1,[15] LS4.raw.PG.MS2Channel1,[1] HN1.raw.PG.MS2Channel3,[2] HN2.raw.PG.MS2Channel3,[3] HN3.raw.PG.MS2Channel3,[4] HN4.raw.PG.MS2Channel3,[5] HS1.raw.PG.MS2Channel3,[6] HS3.raw.PG.MS2Channel3,[7] HS4.raw.PG.MS2Channel3,[8] LN1.raw.PG.MS2Channel3,[9] LN2.raw.PG.MS2Channel3,[10] LN3.raw.PG.MS2Channel3,[11] LN4.raw.PG.MS2Channel3,[12] LS1.raw.PG.MS2Channel3,[13] LS2.raw.PG.MS2Channel3,[14] LS3.raw.PG.MS2Channel3,[15] LS4.raw.PG.MS2Channel3
Q9UBU6,FAM8A1,NaN,1,555.6434326,226.2852936,3034.703613,1993.882568,1900.425293,202.1009674,NaN,NaN,NaN,9424.288086,3743.114258,2488.12793,2511.50293,NaN,1,1,1,99.01654816,31.13920784,29.29671669,1,NaN,NaN,NaN,95.23119354,1.306015015,1,837.3825073
Q9UBU8,MORF4L1,1016.570557,NaN,802.1762695,1687.787109,2069.479004,2580.300293,2594.227051,737.2717285,1050.945557,NaN,NaN,2280.112061,1997.086182,3667.061279,3031.28833,1,NaN,3245.432617,1,1018.620789,849.1627808,1314.484131,427.633667,1.011435032,NaN,NaN,21.24207497,1,87.79870605,137.6335297
Q9UBU9,NXF1,NaN,NaN,NaN,877.9251099,6100.358887,6291.67334,6529.993652,NaN,NaN,NaN,NaN,5838.933594,5798.77832,6459.103027,6012.03125,NaN,NaN,NaN,423.5829163,156.6125793,89.56250763,1,NaN,NaN,NaN,NaN,65.20146942,85.65009308,83.75455475,1
Q9UBV2,SEL1L,762.4712524,816.6710815,956.2828369,834.4707031,4362.457031,3062.221191,2748.48291,723.9008789,814.7234497,1385.212524,1440.459106,6061.023438,4602.703613,3209.916504,4185.916016,69.74642181,311.8511353,250.1839142,177.1091461,333.0172729,188.8617401,165.8145294,458.2171936,604.7032471,612.4399414,176.0975189,519.2008667,220.9944916,165.6834259,193.0260468
Q9UBV7,B4GALT7,NaN,NaN,1071.487793,NaN,5114.702148,4835.116699,5335.414551,NaN,NaN,NaN,NaN,4724.991699,4441.122559,3830.381104,4677.427246,NaN,NaN,1,NaN,2783.84082,2540.020508,3884.6875,NaN,NaN,NaN,NaN,2569.116699,1568.668823,2868.286865,2910.741211
Q9UBV8,PEF1,2079.057861,2733.469238,2867.721191,3060.155273,1616.488647,2202.041748,2756.06543,3088.040039,3630.439209,4796.203613,3202.897705,2056.064209,1649.21814,2239.740723,2235.810303,95.21469116,1,24.0993576,9.465607643,1,1,56.22264862,1,1.177025676,63.3179512,168.7369537,58.0737381,150.5735626,254.1449127,1
Q9UBW7,ZMYM2,NaN,NaN,NaN,NaN,6232.003418,4963.00293,4194.521484,NaN,NaN,579.9118042,2211.168213,11450.75195,6464.084473,4666.120117,6367.245605,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,1.363011479,1,1.324879169,1,92.70532227,1
Q9UBW8,COPS7A,7987.224121,8473.458984,10378.78418,10714.81836,6640.650879,6093.305664,5819.474609,10334.87988,11305.25391,11599.04395,9846.556641,3094.218262,8304.444336,6648.737305,8230.046875,144.0562134,16.90506172,97.73316193,1,1,698.7687988,785.4060669,1,1.046254873,143.5413971,1,97.35453033,198.8039703,78.65509796,123.0907211
Q9UBX3,SLC25A10,5625.433594,5587.206055,6164.349609,4780.907715,6327.535645,3049.567871,4889.083496,5203.230957,5344.638672,7972.320801,6624.809082,6900.75293,5292.210938,6030.473633,6659.651367,72.45957184,90.47597504,215.6628723,100.4549637,89.59049225,484.0989685,95.19541931,431.7939453,508.2429199,590.9990234,280.2858276,210.7967072,1,1,1
Q9UBY8,CLN8,NaN,NaN,NaN,NaN,1990.516724,1699.489746,1912.757935,NaN,NaN,NaN,NaN,2113.486816,NaN,1645.575684,1932.748169,NaN,NaN,NaN,NaN,1,59.96213913,368.2289734,NaN,NaN,NaN,NaN,1,NaN,1,1
Q9UDR5,AASS,11122.21094,11943.93164,11206.33301,11896.28027,14810.77441,11514.41113,12692.79492,11740.03125,13387.6748,11036.8457,10544.59766,13085.91895,12053.87207,10721.66797,13695.16016,1,1,12.85341358,1,1,1,1,1,33.81401825,1.007378221,1,1,1,23.38273621,1
Q9UDT6,CLIP2,35455.98438,32823.62891,27003.91406,29740.34961,9167.988281,11480.00293,8461.818359,32770.83203,36727.39063,34831.80078,26599.32422,9408.698242,9811.488281,10212.61035,9044.635742,1,1,1,1,81.48778534,1,63.27731705,1,1.19755435,1.009724259,1,1,16.99862862,1,1
Q9UDW1,UQCR10,33106.72656,38496.78516,23273.93164,20340.09961,20079.03516,26901.18359,16319.25,25466.49414,24379.99414,26878.68359,41139.6875,31610.72656,18185.44727,22995.40039,24515.55078,20.72941017,1,1,1,72.78988647,24.78214836,121.8358917,1,1.138635755,1.01678884,1,67.35245514,8.362267494,1,1
Q9UDX5,MTFP1,3351.683838,3169.528809,2616.371094,4295.416992,5837.36084,5258.941895,5722.265137,3134.223145,3201.501709,3430.110596,2199.519287,5274.147949,4823.381836,5222.814941,5151.574219,1,1,1,1,1,1,1,22.76652336,1.157669783,35.14466476,1,1,1,1,1
Q9UDY2,TJP2,336.0543213,569.9085693,1426.831055,766.7467041,2059.859375,1241.614868,2208.128906,1187.807495,396.2093201,390.078949,80935.04688,3061.260742,1908.120728,2058.941162,2158.918457,1,1,1,1,850.7894897,26.2939682,596.9691162,1,1.11419034,1,1222.947388,592.9506226,500.4749756,968.531311,705.8126831
Q9UDY4,DNAJB4,1955.622681,2036.49292,1604.709717,2131.25708,910.1555786,1454.870972,1188.418945,2296.41626,3083.118408,2047.235474,2685.316162,1529.703369,1261.98877,1720.961426,1636.040649,1,1,159.3663788,77.87626648,1,1,1,16.85199928,1.166020989,1.170796514,14.03349209,68.99463654,1,1,1
Q9UEE9,CFDP1,418.7565613,NaN,507.3910828,958.9109497,8354.521484,7463.160156,5183.852539,NaN,NaN,NaN,369.9373779,7516.777344,7655.363281,4387.438477,7996.910645,1,NaN,1,1,124.9495468,173.7242737,16.03158379,NaN,NaN,NaN,1,137.8375854,163.3583832,256.3141785,68.50859833
Q9UEG4,ZNF629,NaN,NaN,NaN,1325.399048,8357.633789,2965.244141,2821.977783,NaN,NaN,2.87856555,2822.547607,11123.82422,7669.238281,6856.566406,6123.500977,NaN,NaN,NaN,1,1,1,1,NaN,NaN,2.87856555,1,1.819675207,1,1,109.7314682
Q9UER7,DAXX,NaN,NaN,NaN,NaN,1442.194824,1944.065918,1860.347778,NaN,NaN,NaN,NaN,2172.730469,1679.975464,1600.784668,1551.543213,NaN,NaN,NaN,NaN,750.6782837,28.52975082,1,NaN,NaN,NaN,NaN,610.9111938,495.5205383,691.6503906,693.2472534
Q9UET6,FTSJ1,2001.129761,1861.135864,2243.32373,1802.455078,1420.506958,2171.974854,1833.38916,NaN,NaN,2023.690796,1882.296387,2494.407959,1680.262817,2242.322021,1988.789795,628.6802979,642.741272,462.6889648,727.3529053,452.8256226,749.741272,534.7059937,NaN,NaN,1.023966789,437.0453796,1434.443237,677.2572021,796.9798584,456.5678101
Q9UEU0,VTI1B,3503.413818,4003.430664,3087.419434,3825.24707,5281.438477,6666.982422,5836.570313,4465.709961,5168.414063,2435.417969,3583.780273,5262.740723,4582.328125,6391.661621,6016.45752,1279.504272,417.2247314,1,317.2859192,1242.71582,293.0480652,179.8768158,840.4338379,2098.991211,1556.505615,1324.47876,395.0959167,1667.786499,549.4683228,1102.029053
Q9UEW8,STK39,16972.65234,20663.60547,20593.89063,14138.29395,6784.650879,8082.108887,7042.760254,22923.54688,21516.23828,25425.44531,18546.78906,4047.890137,7057.338379,8566.275391,8160.838867,311.7902222,551.4155884,753.8823853,722.9440918,802.2345581,496.14505,688.8144531,1059.4552,1054.48291,810.9160767,262.2772827,338.4515076,251.3344116,346.1313477,239.3574982
Q9UEY8,ADD3,7356.195313,5872.553711,6531.591797,7501.880371,3045.279785,3686.429199,4069.154541,7465.430176,8682.756836,6722.525391,8303.110352,3710.330078,3044.039307,3608.768555,3740.497559,1,1,75.85622406,112.5566406,73.49238586,76.46456146,28.89888,1,1.215085745,1.023258924,80.724823,1,36.3011055,105.6350021,44.47018433
Q9UFC0,LRWD1,NaN,NaN,1,1137.961182,5447.062012,5508.428711,6142.463867,NaN,1.102422714,NaN,NaN,6105.657227,5728.357422,5451.307617,5819.169922,NaN,NaN,1,1,1,131.8748016,225.7132416,NaN,1.102422714,NaN,NaN,1,1,1,1
Q9UFN0,NIPSNAP3A,13614.8623,14094.95996,12303.75098,17879.26953,11192.13086,13957.06543,10968.08008,14321.34082,15824.15039,19740.01563,12111.70117,13680.47363,11200.34961,11548.69336,12264.29785,1,1,1,1,1,154.2532806,1,1,1.188687325,1.02305305,1,120.7905273,1,111.4851379,110.1146164
Q9UFW8,CGGBP1,NaN,82520.40625,140435.2813,95563.3125,4586.13623,21415.23438,18858.49219,166388.5156,145887.3281,408477.75,NaN,41067.67969,4006.455566,52531.05469,50689.51172,NaN,1,341.2498169,1,253.7870026,249.2902069,1,1,124.3341522,1.349006414,NaN,436.1073914,131.703598,133.2131958,303.0183716
Q9UG01,IFT172,NaN,1803.477783,1647.526245,738.0466919,880.1379395,2520.878906,997.505127,1176.296875,NaN,1604.811279,1788.681885,1505.630005,794.9061279,1570.452393,1290.079224,NaN,338.3568115,1,126.5316467,53.97517395,250.3078613,137.4607391,1,NaN,1,1,610.3406372,1,66.5381012,77.01758575
Q9UG56,PISD,5256.457031,1490.01709,2776.130859,1717.511108,2270.266846,2166.249756,2266.170166,1850.981445,1592.738281,2510.756348,1459.960449,2535.45459,2565.846436,2533.658691,1395.01416,1,1,1,13.19653988,40.37841797,141.5450287,103.2980728,175.8412476,224.6406708,186.7451782,39.26302338,18.79519272,20.78780174,1,1
Q9UG63,ABCF2,2982.089111,2891.169189,3003.612793,3037.403076,6150.408691,5465.196777,6437.025879,3179.114014,3869.562012,2442.44873,3358.053711,6348.064941,5825.977051,5606.050781,6626.695313,1,23.52938843,32.91244125,85.78705597,105.0952682,36.47073746,30.3961792,443.9528809,440.3299866,1.006206274,102.2201309,38.27522659,1,25.31007385,1
Q9UGC6,RGS17,5104.625488,3464.862549,4481.206543,4385.707031,2177.110107,3172.654785,1096.307739,4042.744873,2336.018066,4165.018066,3735.925781,2365.835693,2019.208252,1357.579102,1683.373901,1,1,1,1,1,1,33.24179077,1,1.270712137,1,1,1,1,1,1
Q9UGC7,MTRF1L,802.4141846,846.8932495,567.2307129,729.0844727,1657.48999,474.4257202,376.4153442,1291.873169,1.025480151,NaN,1232.500488,1627.716797,521.2808838,439.4751892,1031.13208,1,126.5040131,170.8006134,163.1459961,39.6692543,95.82357025,1,1,1.025480151,NaN,257.9442444,218.0000458,245.1721344,297.4327087,69.92137146
Q9UGH3,SLC23A2,1727.566162,2615.758301,2574.324707,2088.39209,4318.286133,1233.593018,1010.306641,3058.224609,2588.69873,4192.254395,3802.52124,10484.94238,4271.359375,2917.820801,3381.648438,136.1000671,1,148.767807,196.7276459,70.59073639,907.4365234,1053.911987,292.0066223,336.6291809,132.6592102,1,1.070592284,1,59.26285553,1
Q9UGI8,TES,7867.893066,7928.917969,8718.232422,10548.34766,4225.716797,4295.089355,3033.643066,10561.16992,7692.851074,10658.43848,10493.99414,3975.110107,4923.522461,4777.705078,4235.842285,12.10867596,30.69940758,1,1,1,1,1,391.933075,194.0863953,1.00312674,1,1,1,1,1
Q9UGJ0,PRKAG2,7408.719727,7771.412109,6676.087402,7161.481934,4371.776367,3548.270752,3716.290771,6747.145996,6850.899902,9138.990234,7195.199219,3742.804688,3860.0979,3607.349609,4334.140137,178.7892456,279.5413513,256.9048157,280.6313171,243.755188,46.21481323,138.4456635,323.7620544,221.4074554,538.9711914,332.4226379,358.6538391,369.0127258,744.0809937,581.6936646
Q9UGJ1,TUBGCP4,1070.235962,1872.311768,1138.329712,1608.593018,1401.968384,1232.650757,913.7287598,1,NaN,NaN,1,1313.650269,855.479126,1213.175781,1,1,1,1,1,452.6726379,20894.26172,277.6906433,1,NaN,NaN,1,914.9673462,603.6785889,873.2415161,1
Q9UGL1,KDM5B,NaN,NaN,NaN,NaN,1713.809326,1415.526855,1612.272583,NaN,NaN,NaN,NaN,2147.506592,1109.295288,897.6815796,1160.057495,NaN,NaN,NaN,NaN,69.05649567,1,105.0030441,NaN,NaN,NaN,NaN,70.82305145,1,1,1
Q9UGM3,DMBT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19938.3457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.124665737,NaN,NaN,NaN,NaN,NaN,NaN
Q9UGM6,WARS2,1284.235962,1079.597656,799.3811646,1617.365479,564.7333374,958.161377,1586.543579,1043.894531,3277.794922,2265.528564,1005.860352,1497.225098,304.0740967,2058.344482,1656.733398,1,1,22.65573311,1,181.6221466,1,1,782.0930786,444.454895,553.6166382,16.81158829,1,72.65063477,20.2943821,1
Q9UGN5,PARP2,NaN,NaN,NaN,3315.90625,1794.455322,1378.74585,1393.429688,NaN,NaN,NaN,NaN,2185.488037,2262.805908,1716.828125,2009.149536,NaN,NaN,NaN,1021.373108,2588.073975,2705.891357,1010.98468,NaN,NaN,NaN,NaN,3554.557617,3733.402344,2170.079834,3148.480469
Q9UGP8,SEC63,4727.320801,3871.02832,3477.427246,3988.679199,7697.925293,8621.992188,6873.223145,3097.632568,3729.401855,4350.529785,3494.885254,8255.413086,7651.041504,8151.375,8065.505371,1,1,1,1,113.1580582,18.61331367,13.70123386,1,1.211986899,62.32903671,1,83.31655121,78.74541473,21.3133812,67.90562439
Q9UGR2,ZC3H7B,3474.751465,1990.70166,2504.088379,3690.081543,6836.692383,8032.198242,7001.375977,3539.749512,4208.76123,4193.787109,3572.567139,6954.59082,6241.372559,8199.355469,4967.40625,182.2731171,1,126.8525467,116.5224838,103.49646,80.2960434,1,1062.700195,853.5822754,545.6795044,89.72809601,92.84359741,105.9590988,1,1
Q9UGT4,SUSD2,23286.89844,25136.11328,21230.11719,22064.80469,12191.10645,21167.82422,16377.2207,19244.45508,26658.23633,28679.94922,18062.48047,11924.19043,9035.447266,15715.625,12339.89355,1,1,1,1,1,165.8647614,162.8065338,1,356.8214111,1.206413746,1,1.354690313,1,1,1
Q9UGU0,TCF20,NaN,NaN,812.1447754,1,3409.287598,3212.312988,2697.906006,NaN,NaN,NaN,2028.976807,3434.409668,3251.872559,3732.498047,3439.691162,NaN,NaN,1,1,156.716095,1,1,NaN,NaN,NaN,1,125.9249191,1,1,1
Q9UGU5,HMGXB4,NaN,NaN,NaN,NaN,917.8114014,757.3362427,716.2839966,NaN,NaN,NaN,NaN,1077.398071,1156.072388,345.2858582,573.5615234,NaN,NaN,NaN,NaN,1541.144775,1005.730957,1345.994019,NaN,NaN,NaN,NaN,1040.317627,1415.341431,1614.41748,935.3731689
Q9UGV2,NDRG3,16186.9082,21622.74023,18040.73828,19541.89844,8342.963867,8513.956055,7157.154297,17236.41406,20339.52539,20424.99805,17696.16211,7196.025391,7946.23584,7469.367676,7145.134766,156.9154816,1,1,1,1,16.1708622,85.96395111,1,1.18576014,1.003767729,1,1,1,1,1
Q9UH03,SEPTIN3,69138.60938,65131.57031,69860.53125,76370.625,34858.22656,34616.42969,36157.17188,70079.3125,77374.28906,71013.17969,68300.48438,32652.99414,36310.37109,36885.19922,32660.42578,139.1548309,1,148.3192596,183.8954468,330.9838257,395.8769836,712.845459,140.1666107,232.6269379,1.427544713,148.4658051,137.8092346,155.9907837,1,1
Q9UH62,ARMCX3,7253.19873,7523.98291,7038.020508,6999.588379,10906.79688,10586.24316,8837.676758,5658.068848,6956.196777,8604.751953,5916.158203,10169.64453,8439.707031,9144.112305,8748.518555,1,1,1,1,1,220.2768402,155.776001,1,1.178135991,36.7310791,1,11.69526958,1,1,1
Q9UH65,SWAP70,1,445.5198975,368.5157166,674.2903442,972.2249756,471.9810791,665.4676514,940.7861328,90.50049591,368.7182617,607.8403931,612.8499756,446.7405701,1027.437866,900.0108032,52.03277588,217.3953552,144.1534119,139.3234863,64.31842804,175.0961914,153.9194489,1,1,316.4417419,284.53302,67.85778046,251.3377228,186.4462585,1
Q9UH73,EBF1,NaN,NaN,NaN,NaN,827.6113281,NaN,761.9641113,NaN,NaN,NaN,NaN,1066.275024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,330.0797424,NaN,419.5764771,NaN,NaN,NaN,NaN,1728.133057,NaN,NaN,NaN
Q9UH77,KLHL3,1166.906128,1919.122803,2688.118164,1900.260986,699.0925903,200.5813599,1286.949219,2152.816895,1413.660034,1628.31604,1092.866333,1242.041138,1169.690186,2220.361572,1416.321777,78.04948425,28.70882225,71.99313354,1,13.09211445,333.5024719,70.22830963,1,1.099100113,1.009150863,1,297.3469849,278.6922913,1,285.9527893
Q9UH99,SUN2,NaN,NaN,NaN,NaN,3516.285156,3475.239502,3499.221191,NaN,NaN,NaN,NaN,3787.287842,3334.878906,3479.66748,3188.668701,NaN,NaN,NaN,NaN,40.57845688,1,16.21592903,NaN,NaN,NaN,NaN,1,132.2753601,19.72364426,1
Q9UHA4,LAMTOR3,10022.0127,11212.40137,9295.379883,12164.91406,11401.33887,10658.51953,10573.39551,9337.382813,11236.94824,13775.21973,9636.086914,11013.18652,10083.3584,11535.5625,11156.21094,1,1,1,54.38499832,24.89992714,1,102.0035248,1,1.224523187,1.021090508,93.17349243,1,1,1,1
Q9UHB4,NDOR1,5483.508789,3478.625732,4557.104492,4038.654297,7164.672852,3762.04126,3006.202148,2399.391113,NaN,5909.45166,3410.718262,6025.458008,4866.249023,6201.001465,6247.72998,1,1,1,1,1,18.78809166,1,1,NaN,1,1,1,1,1,1
Q9UHB6,LIMA1,3009.068359,2427.219971,3502.42041,2772.778809,2927.120361,3296.091064,3003.26001,2893.751465,1985.205933,2920.854004,4557.336914,8325.589844,3948.002441,2150.436768,2660.852051,300.558136,141.5253601,346.7081299,188.9716187,220.7781677,2476.949951,833.1535034,89.35448456,371.1315613,423.499115,1,274.5544128,223.6753387,379.5638123,555.5317383
Q9UHB7,AFF4,1,1,NaN,NaN,1346.013184,2704.025146,1402.591309,1,NaN,NaN,NaN,1840.579224,1657.284424,1679.34729,2167.686035,1,1,NaN,NaN,136.3599396,1,223.3780518,1,NaN,NaN,NaN,15.33123684,1.696466208,1,1
Q9UHB9,SRP68,6736.003418,6972.29541,6437.600098,7552.810059,13449.24609,12587.59863,12972.45117,6206.382813,7595.544922,7447.938965,6571.202148,13014.0752,11405.15918,13745.32324,13091.78223,1,1,1,1,227.3699799,94.86646271,1,1,1.233003616,1,1,1,1,40.07468414,1
Q9UHC6,CNTNAP2,9762.582031,10499.19434,9103.860352,12804.87207,3515.303955,2859.134033,3129.985107,8884.963867,8808.927734,8669.654297,10699.76367,3649.959473,2158.937988,2552.070557,2592.033936,540.2421875,51.24664688,212.0092926,277.9520264,418.0566406,517.6434937,271.866272,1,1.116236329,214.3677521,1,13.4233427,98.77863312,158.3322296,68.8747406
Q9UHD1,CHORDC1,2768.658936,2071.327881,3123.716797,3174.682617,2895.727539,2388.853516,2413.844727,2094.116943,2378.78833,2242.723633,3036.302734,2883.802246,2961.463379,2273.530029,3650.888672,1,1,34.81159592,103.3230515,26.52706337,148.8468323,1,1,56.77852249,274.0452576,47.31204605,522.3014526,219.6711273,237.635376,89.84051514
Q9UHD2,TBK1,4889.878418,4151.761719,5276.24707,4325.256836,3127.197754,2471.431396,3057.48584,3958.712891,4395.359375,5058.59082,5018.382813,4224.473633,2866.67627,2701.749268,3028.844971,90.24433136,391.026001,256.0566711,34.64896011,251.2166138,391.630188,493.5099182,187.2730865,1.16285038,1.011858821,1,256.4516907,476.2489319,438.985199,511.7342529
Q9UHD8,SEPTIN9,32469.07813,35174.44922,35829.36719,36434.46875,24734.29883,20675.39258,22817.78711,33488.55469,33094.67969,28746.40625,35112.52344,21825.69531,22669.5332,23701.51758,27973.55859,1,1,1,1,180.9328918,188.3341675,167.9533234,1,1.205685139,1.028859138,1,1,1,12.12105656,1
Q9UHD9,UBQLN2,2827.632324,2325.29248,1766.178101,1426.552979,1316.933105,2963.824463,2551.394043,5317.743164,4452.346191,3349.844727,3653.795654,1925.064209,1654.835571,2864.221436,3057.18457,1,1,1,101.2113266,175.8261261,1,1,100.2855606,1.255214214,25.99042511,1,1,1,1,78.09130096
Q9UHG2,PCSK1N,1580.246948,1924.479858,448.5939026,1567.16272,NaN,NaN,NaN,3242.717285,2735.879639,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,1,1.114957809,NaN,NaN,NaN,NaN,NaN,NaN
Q9UHG3,PCYOX1,17294.21875,15383.97949,15873.33594,18069.10938,25059.36719,26806.34766,25853.3125,15601.95508,13795.4209,10588.9541,14853.26953,23867.32422,24568.08203,21610.09766,24547.2793,11.91111279,15.83897877,65.93787384,1,1,79.25016785,114.1724625,212.9279785,1.237453818,1312.893066,109.1007385,14.9165678,97.40227509,155.4537201,17.69955254
Q9UHI5,SLC7A8,NaN,NaN,164.2598877,1,NaN,1456.246216,1640.691528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UHI6,DDX20,NaN,NaN,77.40302277,NaN,3029.130127,2834.354492,3121.222412,NaN,NaN,NaN,NaN,4502.149414,3061.857422,2887.496338,3225.44873,NaN,NaN,1,NaN,89.641716,74.07668304,79.66259766,NaN,NaN,NaN,NaN,58.7740593,10.16316414,64.83898163,68.87181854
Q9UHJ6,SHPK,1977.744507,2208.01416,3497.768066,2533.333252,3046.980713,1486.080566,1293.418213,2046.719116,2929.827881,4615.676758,1410.512695,2398.199951,3638.810547,2683.298828,3755.211426,123.6355057,26.09972572,308.5291443,108.8094177,215.1327209,68.88154602,13.40334034,284.3742676,45.12652588,1.234753013,73.30674744,207.3975067,179.0823822,325.9451599,246.3725128
Q9UHK6,AMACR,439.9726257,NaN,906.276123,1071.608154,2086.832764,1942.646973,2197.109863,NaN,NaN,NaN,2318.097168,2973.838623,1950.628296,2302.03833,2725.520264,1,NaN,1,16.68964958,13.59540081,17.86837578,1,NaN,NaN,NaN,1,12.40753651,1,1,118.8269043
Q9UHL4,DPP7,NaN,NaN,NaN,224.6759949,1595.407959,2376.770264,2116.500977,907.687561,NaN,NaN,NaN,1326.280396,1788.218994,2100.993896,2795.563232,NaN,NaN,NaN,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1
Q9UHN1,POLG2,2524.880127,1799.406128,1872.130737,1464.025635,2391.142334,2425.234619,2221.475098,2878.711914,1681.359619,1724.953369,1661.818481,1378.023438,1514.644287,2164.906982,1851.089355,1,1,135.893692,165.2442474,1,76.3763504,91.43358612,1,1.133382797,118.2490997,84.90058136,280.0909729,1,1,97.40659332
Q9UHN6,CEMIP2,4638.57373,4151.360352,4377.564941,5108.77832,3096.178711,4209.412598,3219.796875,5608.540527,6016.57373,5761.843262,5019.368652,3378.5979,2992.135498,3497.04541,3872.696045,1,1,1,1,1,1,1,1,1.161581397,1.054491401,1,50.17988205,27.78905296,1,1
Q9UHP3,USP25,259.5544739,787.5410767,655.0928955,999.0169067,6417.893066,6413.44873,7635.208984,9565.579102,NaN,30013.16406,532.3879395,7075.648926,20929.12695,446.1027832,27410.77148,1,1,1,1,1,12.07043076,153.73349,114.9636002,NaN,1,1.012887955,20.09644127,78.6519165,1,63.43180847
Q9UHQ1,NARF,NaN,NaN,NaN,NaN,NaN,1000.771912,2336.842773,NaN,NaN,NaN,NaN,2318.832031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
Q9UHQ4,BCAP29,5267.46582,2014.501221,4643.627441,2298.040283,2126.147461,1602.925049,1427.217041,4193.410156,4351.782227,3322.01416,2043.689697,4060.856689,2570.471436,3498.83252,3582.186768,1,23.30196762,1,1,1.097079992,1,1,1,1.250796437,1.012427211,1.056818247,1,2.044699192,1,1
Q9UHQ9,CYB5R1,45165.125,44599.69141,46394.71875,51725.63281,29912.69336,31359.67578,34296.41797,41921.91406,48498.41016,47279.71875,51327.5,30072.0957,26705.26953,29941.72656,24323.27539,1,1,1,1,39.44536972,1,196.060791,1,1.05688858,1.022843599,1,1,63.44511032,1,1
Q9UHR5,SAP30BP,1,902.1424561,NaN,NaN,5248.132813,4315.989258,4228.114258,NaN,1130.772095,NaN,NaN,5888.937012,5302.456543,6430.746582,5130.955078,1,1,NaN,NaN,1208.959351,572.1799927,262.4213562,NaN,1.159575105,NaN,NaN,849.2003784,811.5571289,829.3889771,717.6035767
Q9UHR6,ZNHIT2,NaN,NaN,270.307373,NaN,3258.926514,4381.183105,507.1686707,NaN,NaN,NaN,309.0451355,968.4641724,398.5255737,1017.261658,NaN,NaN,NaN,1,NaN,1,1,97.33657837,NaN,NaN,NaN,1,1,1,1,NaN
Q9UHV9,PFDN2,4556.298828,3446.893066,4066.246094,4334.195313,1661.938965,4804.017578,4383.258789,10089.85352,6499.443359,6879.536621,4425.035645,1798.299927,3728.48877,3642.353516,4898.686035,1,1,1,1,1,1,1,1,1.095232487,1.049488068,75.08311462,1,1,1,1
Q9UHW5,GPN3,1295.728394,1,NaN,861.9448242,1266.486572,927.3668213,1342.427734,NaN,NaN,NaN,NaN,1141.242676,1965.074341,1163.989746,1990.036499,1,1,NaN,121.562149,146.2949524,28.77262878,229.0274048,NaN,NaN,NaN,NaN,1,1,1,148.0470428
Q9UHW9,SLC12A6,2529.133789,2220.815186,2933.104736,1705.791382,465.6712646,257.8296814,483.866272,2027.72168,1762.340454,2852.007324,2653.245361,645.2382202,704.9990234,551.1054077,803.8721924,7.99892807,1,1,1,1,1,1,1,1.213181496,1.053186774,1,1,12.59044456,168.3108063,1
Q9UHX1,PUF60,2903.699463,5103.905762,5450.96582,6106.847656,29449.875,28395.18555,29845.19727,5912.134766,3276.033203,5501.044434,5763.243652,24519.60547,31385.36133,31526.98828,30173.12695,1,1,16.99473,1,419.5863647,212.934021,593.2271729,81.18092346,1.127902865,1.008590937,1,153.8743134,261.2904968,151.0533752,101.6778183
Q9UHY1,NRBP1,11078.05078,11116.70801,8945.172852,8990.162109,7003.993164,7010.433594,5856.190918,9207.890625,8734.977539,9581.431641,9188.297852,7707.968262,6626.766602,6611.839844,6796.00293,1,1,1,1,111.3347397,88.16042328,224.6988525,1,1.221390605,1.027359843,1,1,1,1,84.82099915
Q9UHY7,ENOPH1,14969.22168,20599.15234,16268.33594,21074.72266,11893.67773,10588.56445,11710.29785,13949.2998,15022.56641,18191.04297,16440.23047,13293.67383,13239.1416,15314.02832,15712.31152,1,1,1,1,1,1,1,75.62621307,1.201422691,1.017233491,1,1.026734352,1,1,1
