sample	group	guide_group_actual	guide_group	bio_group	layout	orig_filename	orig_filename_R2
sg1128_S_HNRNPA1kd_22_L2	HNRNPA1kd	sg1128_S_HNRNPA1kd	sg1128	sg1128_S_HNRNPA1kd_22	PE	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_22_S22_L002_R1_001.fastq.gz	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_22_S22_L002_R2_001.fastq.gz
sg1128_S_HNRNPA1kd_23_L1	HNRNPA1kd	sg1128_S_HNRNPA1kd	sg1128	sg1128_S_HNRNPA1kd_23	PE	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_23_S23_L001_R1_001.fastq.gz	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_23_S23_L001_R2_001.fastq.gz
sg1128_S_HNRNPA1kd_23_L2	HNRNPA1kd	sg1128_S_HNRNPA1kd	sg1128	sg1128_S_HNRNPA1kd_23	PE	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_23_S23_L002_R1_001.fastq.gz	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_23_S23_L002_R2_001.fastq.gz
sg1128_S_HNRNPA1kd_24_L1	HNRNPA1kd	sg1128_S_HNRNPA1kd	sg1128	sg1128_S_HNRNPA1kd_24	PE	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_24_S24_L001_R1_001.fastq.gz	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_24_S24_L001_R2_001.fastq.gz
sg1128_S_HNRNPA1kd_24_L2	HNRNPA1kd	sg1128_S_HNRNPA1kd	sg1128	sg1128_S_HNRNPA1kd_24	PE	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_24_S24_L002_R1_001.fastq.gz	/data/CARD_ARDIS/HNRNPA1kdRNAseq/NovaSeq_VR8147/VR-8147_24_S24_L002_R2_001.fastq.gz
Neurite_4_WT	WT	WT_N	WT	WT_N_4	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_4_S1_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_4_S1_R2_001.fastq.gz
Neurite_5_WT	WT	WT_N	WT	WT_N_5	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_5_S2_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_5_S2_R2_001.fastq.gz
Neurite_6_WT	WT	WT_N	WT	WT_N_6	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_6_S3_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_6_S3_R2_001.fastq.gz
Neurite_7_WT	WT	WT_N	WT	WT_N_7	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_7_S4_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/neurite_7_S4_R2_001.fastq.gz
Soma_4_WT	WT	WT_S	WT	WT_S_4	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_4_S5_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_4_S5_R2_001.fastq.gz
Soma_5_WT	WT	WT_S	WT	WT_S_5	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_5_S6_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_5_S6_R2_001.fastq.gz
Soma_6_WT	WT	WT_S	WT	WT_S_6	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_6_S7_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_6_S7_R2_001.fastq.gz
Soma_7_WT	WT	WT_S	WT	WT_S_7	PE	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_7_S8_R1_001.fastq.gz	/data/CARD_ARDIS/2012_G3boydenRNAseq/raw_data/fastq210201/soma_7_S8_R2_001.fastq.gz
